asset_id	discovered_path	sha256	bytes	selected_project_copy	duplicate_group	notes
myrt_rvt_ref_hmm	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_WORK/MELISSA_DATA/supplementary_material/myRT-FastTree2.refpkg/RVT-ref.hmm	e421250c87826f40fbfcbab864c9150d426dbb6a590fd4b4094a7552627acc5e	108894	NO	myrt_rvt_ref_hmm#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_rvt_ref_hmm	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/MELISSA_DATA/supplementary_material/myRT-FastTree2.refpkg/RVT-ref.hmm	e421250c87826f40fbfcbab864c9150d426dbb6a590fd4b4094a7552627acc5e	108894	NO	myrt_rvt_ref_hmm#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_rvt_ref_hmm	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/references/rt0_rt7/myrt/RVT-ref.hmm	e421250c87826f40fbfcbab864c9150d426dbb6a590fd4b4094a7552627acc5e	108894	YES	myrt_rvt_ref_hmm#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_rvt_ref_hmm	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/_archive/stage3_phylogenetic_paper/cache/myrt_ref/RVT-ref.hmm	e421250c87826f40fbfcbab864c9150d426dbb6a590fd4b4094a7552627acc5e	108894	NO	myrt_rvt_ref_hmm#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_rvt_ref_hmm	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/MELISSA_DATA/supporting_material/myRT-FastTree2.refpkg/RVT-ref.hmm	e421250c87826f40fbfcbab864c9150d426dbb6a590fd4b4094a7552627acc5e	108894	NO	myrt_rvt_ref_hmm#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_rvt_ref_hmm	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/MELISSA_DATA/supporting_material/myRT-FastTree2.refpkg/RVT-ref.hmm	e421250c87826f40fbfcbab864c9150d426dbb6a590fd4b4094a7552627acc5e	108894	NO	myrt_rvt_ref_hmm#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_rvt_ref_hmm	/home/borg/RETRONS_january_2026/the-retron-project/src/myRT/Models/myRT-FastTree2.refpkg/RVT-ref.hmm	e421250c87826f40fbfcbab864c9150d426dbb6a590fd4b4094a7552627acc5e	108894	NO	myrt_rvt_ref_hmm#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_rvt_ref_log	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_WORK/MELISSA_DATA/supplementary_material/myRT-FastTree2.refpkg/RVT-ref.log	609f47502f773adee2c296c3dac0872b1b4152ed1a67acd02d3e45a33ce3c786	1785307	NO	myrt_rvt_ref_log#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_rvt_ref_log	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/MELISSA_DATA/supplementary_material/myRT-FastTree2.refpkg/RVT-ref.log	609f47502f773adee2c296c3dac0872b1b4152ed1a67acd02d3e45a33ce3c786	1785307	NO	myrt_rvt_ref_log#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_rvt_ref_log	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/references/rt0_rt7/myrt/myRT-FastTree2.refpkg/RVT-ref.log	609f47502f773adee2c296c3dac0872b1b4152ed1a67acd02d3e45a33ce3c786	1785307	YES	myrt_rvt_ref_log#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_rvt_ref_log	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/_archive/stage3_phylogenetic_paper/cache/myrt_ref/RVT-ref.log	609f47502f773adee2c296c3dac0872b1b4152ed1a67acd02d3e45a33ce3c786	1785307	NO	myrt_rvt_ref_log#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_rvt_ref_log	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/MELISSA_DATA/supporting_material/myRT-FastTree2.refpkg/RVT-ref.log	609f47502f773adee2c296c3dac0872b1b4152ed1a67acd02d3e45a33ce3c786	1785307	NO	myrt_rvt_ref_log#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_rvt_ref_log	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/MELISSA_DATA/supporting_material/myRT-FastTree2.refpkg/RVT-ref.log	609f47502f773adee2c296c3dac0872b1b4152ed1a67acd02d3e45a33ce3c786	1785307	NO	myrt_rvt_ref_log#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_rvt_ref_log	/home/borg/RETRONS_january_2026/the-retron-project/src/myRT/Models/myRT-FastTree2.refpkg/RVT-ref.log	609f47502f773adee2c296c3dac0872b1b4152ed1a67acd02d3e45a33ce3c786	1785307	NO	myrt_rvt_ref_log#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_rvt_ref_sto	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_WORK/MELISSA_DATA/supplementary_material/myRT-FastTree2.refpkg/RVT-ref.sto	74aa2acb8a93b7bf7af6c1359fe53798325b3ad326e15dbb0b7ac80c8367662b	1904580	NO	myrt_rvt_ref_sto#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_rvt_ref_sto	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/MELISSA_DATA/supplementary_material/myRT-FastTree2.refpkg/RVT-ref.sto	74aa2acb8a93b7bf7af6c1359fe53798325b3ad326e15dbb0b7ac80c8367662b	1904580	NO	myrt_rvt_ref_sto#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_rvt_ref_sto	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/references/rt0_rt7/myrt/myRT-FastTree2.refpkg/RVT-ref.sto	74aa2acb8a93b7bf7af6c1359fe53798325b3ad326e15dbb0b7ac80c8367662b	1904580	YES	myrt_rvt_ref_sto#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_rvt_ref_sto	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/_archive/stage3_phylogenetic_paper/cache/myrt_ref/RVT-ref.sto	74aa2acb8a93b7bf7af6c1359fe53798325b3ad326e15dbb0b7ac80c8367662b	1904580	NO	myrt_rvt_ref_sto#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_rvt_ref_sto	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/MELISSA_DATA/supporting_material/myRT-FastTree2.refpkg/RVT-ref.sto	74aa2acb8a93b7bf7af6c1359fe53798325b3ad326e15dbb0b7ac80c8367662b	1904580	NO	myrt_rvt_ref_sto#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_rvt_ref_sto	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/MELISSA_DATA/supporting_material/myRT-FastTree2.refpkg/RVT-ref.sto	74aa2acb8a93b7bf7af6c1359fe53798325b3ad326e15dbb0b7ac80c8367662b	1904580	NO	myrt_rvt_ref_sto#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_rvt_ref_sto	/home/borg/RETRONS_january_2026/the-retron-project/src/myRT/Models/myRT-FastTree2.refpkg/RVT-ref.sto	74aa2acb8a93b7bf7af6c1359fe53798325b3ad326e15dbb0b7ac80c8367662b	1904580	NO	myrt_rvt_ref_sto#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_rvt_ref_tre	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_WORK/MELISSA_DATA/supplementary_material/myRT-FastTree2.refpkg/RVT-ref.tre	265fbf255b927fd5902b76f032bc88b98d7ccdcd5f68537be4b2f7b5705e055f	58661	NO	myrt_rvt_ref_tre#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_rvt_ref_tre	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/MELISSA_DATA/supplementary_material/myRT-FastTree2.refpkg/RVT-ref.tre	265fbf255b927fd5902b76f032bc88b98d7ccdcd5f68537be4b2f7b5705e055f	58661	NO	myrt_rvt_ref_tre#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_rvt_ref_tre	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/references/rt0_rt7/myrt/myRT-FastTree2.refpkg/RVT-ref.tre	265fbf255b927fd5902b76f032bc88b98d7ccdcd5f68537be4b2f7b5705e055f	58661	YES	myrt_rvt_ref_tre#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_rvt_ref_tre	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/_archive/stage3_phylogenetic_paper/cache/myrt_ref/RVT-ref.tre	265fbf255b927fd5902b76f032bc88b98d7ccdcd5f68537be4b2f7b5705e055f	58661	NO	myrt_rvt_ref_tre#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_rvt_ref_tre	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/MELISSA_DATA/supporting_material/myRT-FastTree2.refpkg/RVT-ref.tre	265fbf255b927fd5902b76f032bc88b98d7ccdcd5f68537be4b2f7b5705e055f	58661	NO	myrt_rvt_ref_tre#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_rvt_ref_tre	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/MELISSA_DATA/supporting_material/myRT-FastTree2.refpkg/RVT-ref.tre	265fbf255b927fd5902b76f032bc88b98d7ccdcd5f68537be4b2f7b5705e055f	58661	NO	myrt_rvt_ref_tre#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_rvt_ref_tre	/home/borg/RETRONS_january_2026/the-retron-project/src/myRT/Models/myRT-FastTree2.refpkg/RVT-ref.tre	265fbf255b927fd5902b76f032bc88b98d7ccdcd5f68537be4b2f7b5705e055f	58661	NO	myrt_rvt_ref_tre#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_suppl_toro_tree	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_WORK/MELISSA_DATA/supplementary_material/Suppl_Toro_Tree.txt	ea0ee646d9dacc33eada8603a412578c9bab2753a362d49c7a0894e70c89be31	726580	NO	myrt_suppl_toro_tree#g1	6 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_suppl_toro_tree	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/MELISSA_DATA/supplementary_material/Suppl_Toro_Tree.txt	ea0ee646d9dacc33eada8603a412578c9bab2753a362d49c7a0894e70c89be31	726580	NO	myrt_suppl_toro_tree#g1	6 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_suppl_toro_tree	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/references/rt0_rt7/myrt/Suppl_Toro_Tree.txt	ea0ee646d9dacc33eada8603a412578c9bab2753a362d49c7a0894e70c89be31	726580	YES	myrt_suppl_toro_tree#g1	6 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_suppl_toro_tree	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/_archive/stage3_phylogenetic_paper/cache/myrt_ref/Suppl_Toro_Tree.txt	ea0ee646d9dacc33eada8603a412578c9bab2753a362d49c7a0894e70c89be31	726580	NO	myrt_suppl_toro_tree#g1	6 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_suppl_toro_tree	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/MELISSA_DATA/supporting_material/Suppl_Toro_Tree.txt	ea0ee646d9dacc33eada8603a412578c9bab2753a362d49c7a0894e70c89be31	726580	NO	myrt_suppl_toro_tree#g1	6 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_suppl_toro_tree	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/MELISSA_DATA/supporting_material/Suppl_Toro_Tree.txt	ea0ee646d9dacc33eada8603a412578c9bab2753a362d49c7a0894e70c89be31	726580	NO	myrt_suppl_toro_tree#g1	6 local copy(ies); 1 distinct-content group(s); ALL byte-identical
toro2026_epang_newick	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_WORK/MELISSA_DATA/Toro_2026/retron_reference_phylogeny_EPAng.newick	118cccf7a58dd5a028ab5abec08be3839096d67e0c5afab88bb20442a211dbf6	202242	NO	toro2026_epang_newick#g1	3 local copy(ies); 1 distinct-content group(s); ALL byte-identical
toro2026_epang_newick	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/references/rt0_rt7/toro_2026/retron_reference_phylogeny_EPAng.newick	118cccf7a58dd5a028ab5abec08be3839096d67e0c5afab88bb20442a211dbf6	202242	YES	toro2026_epang_newick#g1	3 local copy(ies); 1 distinct-content group(s); ALL byte-identical
toro2026_epang_newick	/home/borg/RESEARCH-in-sleep-RETRON-DB_V5/Toro_2026/retron_reference_phylogeny_EPAng.newick	118cccf7a58dd5a028ab5abec08be3839096d67e0c5afab88bb20442a211dbf6	202242	NO	toro2026_epang_newick#g1	3 local copy(ies); 1 distinct-content group(s); ALL byte-identical
toro2026_pipeline_scripts_zip	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_WORK/MELISSA_DATA/Toro_2026/SPIRE_retron_pipeline_scripts (1).zip	3d4a99b21b818ec52c46e0228e85ff15e5944357406d09cf583b6745aa3fb177	21183	YES	toro2026_pipeline_scripts_zip#g1	2 local copy(ies); 1 distinct-content group(s); ALL byte-identical
toro2026_pipeline_scripts_zip	/home/borg/RESEARCH-in-sleep-RETRON-DB_V5/Toro_2026/SPIRE_retron_pipeline_scripts (1).zip	3d4a99b21b818ec52c46e0228e85ff15e5944357406d09cf583b6745aa3fb177	21183	NO	toro2026_pipeline_scripts_zip#g1	2 local copy(ies); 1 distinct-content group(s); ALL byte-identical
toro2026_type_hmms_tgz	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_WORK/MELISSA_DATA/Toro_2026/SPIRE_retron_type_specific_HMMs.tar.gz	046d42d538b26a87ac4d62bf09c97c39046ae6c64abddff340f00e25d5d8d4d3	1057761	NO	toro2026_type_hmms_tgz#g1	3 local copy(ies); 1 distinct-content group(s); ALL byte-identical
toro2026_type_hmms_tgz	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/references/rt0_rt7/toro_2026/SPIRE_retron_type_specific_HMMs.tar.gz	046d42d538b26a87ac4d62bf09c97c39046ae6c64abddff340f00e25d5d8d4d3	1057761	YES	toro2026_type_hmms_tgz#g1	3 local copy(ies); 1 distinct-content group(s); ALL byte-identical
toro2026_type_hmms_tgz	/home/borg/RESEARCH-in-sleep-RETRON-DB_V5/Toro_2026/SPIRE_retron_type_specific_HMMs.tar.gz	046d42d538b26a87ac4d62bf09c97c39046ae6c64abddff340f00e25d5d8d4d3	1057761	NO	toro2026_type_hmms_tgz#g1	3 local copy(ies); 1 distinct-content group(s); ALL byte-identical
toro2026_typexi_contree	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_WORK/MELISSA_DATA/Toro_2026/typeXI_local_tree.contree	adc5845f759a77dda2942d8435bd286227d8e2390678e914464e4e5efb6b8b61	23127	NO	toro2026_typexi_contree#g1	3 local copy(ies); 1 distinct-content group(s); ALL byte-identical
toro2026_typexi_contree	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/references/rt0_rt7/toro_2026/typeXI_local_tree.contree	adc5845f759a77dda2942d8435bd286227d8e2390678e914464e4e5efb6b8b61	23127	YES	toro2026_typexi_contree#g1	3 local copy(ies); 1 distinct-content group(s); ALL byte-identical
toro2026_typexi_contree	/home/borg/RESEARCH-in-sleep-RETRON-DB_V5/Toro_2026/typeXI_local_tree.contree	adc5845f759a77dda2942d8435bd286227d8e2390678e914464e4e5efb6b8b61	23127	NO	toro2026_typexi_contree#g1	3 local copy(ies); 1 distinct-content group(s); ALL byte-identical
