population	cosine
random_decoy	-0.013346717
type_matched_decoy	0.20101163
length_gc_matched_decoy	0.12666586
length_gc_matched_decoy	0.14896442
random_decoy	0.36249596
length_gc_matched_decoy	0.53383714
random_decoy	0.1506298
random_decoy	0.29991093
random_decoy	0.14775133
random_decoy	0.21654262
random_decoy	0.036226604
length_gc_matched_decoy	0.32326743
random_decoy	0.0909643
length_gc_matched_decoy	0.30108643
length_gc_matched_decoy	0.7298276
length_gc_matched_decoy	0.36694643
type_matched_decoy	0.16039455
type_matched_decoy	0.024134524
type_matched_decoy	0.5030417
length_gc_matched_decoy	-0.06125442
type_matched_decoy	0.42339844
type_matched_decoy	0.36126137
random_decoy	0.33435485
length_gc_matched_decoy	0.006139353
length_gc_matched_decoy	0.060427077
type_matched_decoy	0.5660517
type_matched_decoy	0.3732472
type_matched_decoy	0.21273966
length_gc_matched_decoy	0.7909465
length_gc_matched_decoy	0.20991543
type_matched_decoy	0.11130723
length_gc_matched_decoy	0.6036204
type_matched_decoy	0.086474076
length_gc_matched_decoy	0.72931284
type_matched_decoy	0.26645523
length_gc_matched_decoy	0.3662995
random_decoy	-0.34982422
length_gc_matched_decoy	0.58459044
type_matched_decoy	0.0019580573
type_matched_decoy	0.23286325
length_gc_matched_decoy	0.5083846
type_matched_decoy	0.6129471
type_matched_decoy	0.2625823
type_matched_decoy	0.26563802
random_decoy	-0.11099893
length_gc_matched_decoy	0.782678
type_matched_decoy	0.48577493
random_decoy	0.0986357
length_gc_matched_decoy	0.35244972
type_matched_decoy	0.123126276
random_decoy	0.040232614
length_gc_matched_decoy	0.36166275
type_matched_decoy	0.13304415
type_matched_decoy	0.25391766
type_matched_decoy	0.80019885
random_decoy	0.07271897
length_gc_matched_decoy	0.18208519
length_gc_matched_decoy	0.7982613
type_matched_decoy	0.2972679
length_gc_matched_decoy	0.19156349
length_gc_matched_decoy	0.36537918
random_decoy	0.14602795
random_decoy	0.17185521
type_matched_decoy	0.6526028
length_gc_matched_decoy	0.13039994
length_gc_matched_decoy	0.38228047
type_matched_decoy	0.35910463
length_gc_matched_decoy	0.27552387
random_decoy	-0.18899567
length_gc_matched_decoy	0.4298823
random_decoy	0.45529112
random_decoy	0.35595185
length_gc_matched_decoy	0.31397873
type_matched_decoy	0.6611679
length_gc_matched_decoy	0.48109445
random_decoy	0.31780678
length_gc_matched_decoy	0.8158199
type_matched_decoy	0.2857909
type_matched_decoy	0.30895028
length_gc_matched_decoy	0.22219676
type_matched_decoy	0.3259921
random_decoy	0.1034592
length_gc_matched_decoy	0.43831164
type_matched_decoy	0.17146222
length_gc_matched_decoy	0.03710106
type_matched_decoy	0.6390953
random_decoy	0.06950532
length_gc_matched_decoy	0.4776153
type_matched_decoy	0.18339178
type_matched_decoy	0.21875605
random_decoy	0.28081977
type_matched_decoy	0.4771543
length_gc_matched_decoy	0.23900399
random_decoy	0.534683
length_gc_matched_decoy	-0.15432833
random_decoy	-0.116806194
random_decoy	0.09880418
random_decoy	-0.1246316
type_matched_decoy	0.24201939
random_decoy	0.3377566
length_gc_matched_decoy	0.18731107
type_matched_decoy	0.24566013
length_gc_matched_decoy	0.28663087
random_decoy	0.1253597
random_decoy	0.021493271
length_gc_matched_decoy	0.22002485
type_matched_decoy	0.25602454
random_decoy	0.51516575
random_decoy	-0.10982597
random_decoy	0.003962584
type_matched_decoy	0.20218025
random_decoy	-0.09769092
random_decoy	0.22332597
random_decoy	0.4422208
random_decoy	0.59089833
type_matched_decoy	0.3455661
type_matched_decoy	0.22960246
length_gc_matched_decoy	0.28866827
random_decoy	0.17737046
random_decoy	-0.30405137
random_decoy	-0.083871566
type_matched_decoy	0.32211578
type_matched_decoy	0.037201434
random_decoy	0.43311054
random_decoy	-0.15410535
type_matched_decoy	-0.05225946
length_gc_matched_decoy	0.08689292
type_matched_decoy	0.3491341
type_matched_decoy	0.28762946
type_matched_decoy	0.32832074
type_matched_decoy	0.44117185
random_decoy	0.31116283
type_matched_decoy	0.119357616
random_decoy	-0.031741157
type_matched_decoy	0.18940759
random_decoy	0.08363577
type_matched_decoy	0.30728832
type_matched_decoy	-0.0809273
type_matched_decoy	0.5516226
length_gc_matched_decoy	0.18578161
type_matched_decoy	0.080613226
type_matched_decoy	0.72260165
type_matched_decoy	0.44343555
random_decoy	0.01585877
type_matched_decoy	0.53897023
type_matched_decoy	0.43610722
type_matched_decoy	-0.040753797
random_decoy	-0.111841574
length_gc_matched_decoy	-0.07794967
length_gc_matched_decoy	0.19939926
random_decoy	0.16119234
random_decoy	0.4862312
type_matched_decoy	0.15068239
random_decoy	0.12320231
length_gc_matched_decoy	0.5559293
type_matched_decoy	0.33536297
length_gc_matched_decoy	0.29741782
length_gc_matched_decoy	0.51103276
random_decoy	0.19325386
length_gc_matched_decoy	-0.18610495
length_gc_matched_decoy	0.32178563
length_gc_matched_decoy	0.326592
type_matched_decoy	0.4708637
length_gc_matched_decoy	0.23790027
random_decoy	0.3278262
length_gc_matched_decoy	0.05216141
random_decoy	0.18514079
length_gc_matched_decoy	0.29453292
type_matched_decoy	0.14706813
type_matched_decoy	0.0053492337
length_gc_matched_decoy	0.40811485
random_decoy	-0.06612929
type_matched_decoy	0.46763173
type_matched_decoy	0.23790878
random_decoy	0.21782848
random_decoy	0.3026283
length_gc_matched_decoy	-0.19009668
random_decoy	-0.07005477
length_gc_matched_decoy	0.5533051
length_gc_matched_decoy	0.44628382
type_matched_decoy	0.42284167
random_decoy	0.044828292
random_decoy	-0.07685755
random_decoy	-0.027849603
type_matched_decoy	0.196439
type_matched_decoy	0.3258607
random_decoy	0.497785
random_decoy	-0.018738907
type_matched_decoy	0.2510445
random_decoy	0.14981632
random_decoy	0.13650501
type_matched_decoy	0.5258387
type_matched_decoy	0.5234329
random_decoy	0.06361766
length_gc_matched_decoy	0.3827361
type_matched_decoy	0.45891014
length_gc_matched_decoy	0.052781746
type_matched_decoy	0.38863117
length_gc_matched_decoy	0.17393644
type_matched_decoy	-0.032025516
random_decoy	0.066050045
length_gc_matched_decoy	0.16872938
length_gc_matched_decoy	0.29241595
length_gc_matched_decoy	-0.4407394
random_decoy	-0.10956474
type_matched_decoy	0.33072382
length_gc_matched_decoy	0.435033
length_gc_matched_decoy	0.30189356
random_decoy	0.06116459
type_matched_decoy	0.2572021
random_decoy	0.05278992
type_matched_decoy	0.47693875
type_matched_decoy	0.38314357
type_matched_decoy	0.28305674
length_gc_matched_decoy	-0.0032960847
length_gc_matched_decoy	0.6160837
length_gc_matched_decoy	-0.1042789
type_matched_decoy	0.48470572
type_matched_decoy	0.69442236
type_matched_decoy	0.19311818
random_decoy	-0.11829791
length_gc_matched_decoy	0.30711973
random_decoy	0.3947807
length_gc_matched_decoy	0.20124902
length_gc_matched_decoy	0.5024546
length_gc_matched_decoy	0.21001397
random_decoy	0.14961088
length_gc_matched_decoy	0.7139063
length_gc_matched_decoy	0.598963
random_decoy	0.13729519
type_matched_decoy	0.31961092
length_gc_matched_decoy	0.4885472
length_gc_matched_decoy	0.6040854
random_decoy	0.21066722
length_gc_matched_decoy	0.07182781
type_matched_decoy	0.20601995
type_matched_decoy	0.11727965
length_gc_matched_decoy	0.08782482
random_decoy	0.05906412
length_gc_matched_decoy	0.60611576
length_gc_matched_decoy	0.1631665
random_decoy	-0.20569941
length_gc_matched_decoy	0.2395152
type_matched_decoy	0.52162826
type_matched_decoy	0.41705585
type_matched_decoy	0.31772912
type_matched_decoy	0.3983377
length_gc_matched_decoy	0.30120727
length_gc_matched_decoy	0.34703714
length_gc_matched_decoy	-0.09538138
random_decoy	0.39694974
type_matched_decoy	0.7088945
type_matched_decoy	-0.08068194
random_decoy	-0.37512174
random_decoy	-0.0077761337
type_matched_decoy	0.107784346
random_decoy	-0.30769676
length_gc_matched_decoy	0.61236346
random_decoy	0.2385855
type_matched_decoy	0.06868373
type_matched_decoy	0.32820395
type_matched_decoy	0.33754846
length_gc_matched_decoy	0.27894402
type_matched_decoy	0.28185362
random_decoy	0.19484358
length_gc_matched_decoy	-0.2986049
type_matched_decoy	-0.22026598
random_decoy	-0.014059443
random_decoy	-0.014368698
random_decoy	0.12426139
type_matched_decoy	0.57788384
type_matched_decoy	-0.11767149
length_gc_matched_decoy	0.7340383
random_decoy	0.033577017
length_gc_matched_decoy	0.27281034
random_decoy	-0.076750055
random_decoy	0.018071786
random_decoy	0.327291
random_decoy	-0.114650324
length_gc_matched_decoy	0.06905069
random_decoy	0.13024768
type_matched_decoy	0.21383502
random_decoy	0.17780355
random_decoy	0.23715004
type_matched_decoy	0.023901008
length_gc_matched_decoy	0.838565
random_decoy	0.071612336
random_decoy	-0.24323677
random_decoy	0.16468373
length_gc_matched_decoy	0.28343463
random_decoy	0.12239402
random_decoy	-0.037732095
type_matched_decoy	-0.063138
random_decoy	0.028739542
length_gc_matched_decoy	0.45569012
type_matched_decoy	0.2713122
length_gc_matched_decoy	0.44433996
type_matched_decoy	0.17984748
type_matched_decoy	0.16453168
length_gc_matched_decoy	0.4805327
random_decoy	0.39901423
random_decoy	0.062958196
length_gc_matched_decoy	0.43875393
random_decoy	-0.15684396
type_matched_decoy	0.46730936
type_matched_decoy	0.56401694
type_matched_decoy	0.29309794
type_matched_decoy	0.31280676
type_matched_decoy	0.31752375
random_decoy	0.3553679
random_decoy	-0.18059593
length_gc_matched_decoy	-0.18595055
random_decoy	0.30133307
length_gc_matched_decoy	0.797583
length_gc_matched_decoy	0.4371032
length_gc_matched_decoy	0.47816798
length_gc_matched_decoy	0.024938986
type_matched_decoy	0.2834359
type_matched_decoy	0.41868687
random_decoy	0.097064406
type_matched_decoy	0.5199212
length_gc_matched_decoy	0.30153733
observed_pair	0.57683474
length_gc_matched_decoy	0.67565656
random_decoy	0.10761665
length_gc_matched_decoy	0.57965434
length_gc_matched_decoy	0.5763217
length_gc_matched_decoy	0.3853109
random_decoy	0.07309578
length_gc_matched_decoy	0.13008638
length_gc_matched_decoy	0.41587633
random_decoy	0.3768099
random_decoy	0.054641515
type_matched_decoy	0.5915017
random_decoy	0.28291717
type_matched_decoy	0.09758799
random_decoy	0.15056911
type_matched_decoy	0.7146137
random_decoy	0.0016633924
length_gc_matched_decoy	-0.07305493
type_matched_decoy	0.0960441
random_decoy	-0.07290846
length_gc_matched_decoy	0.18938448
random_decoy	-0.067410685
type_matched_decoy	0.49694282
length_gc_matched_decoy	0.4237129
length_gc_matched_decoy	0.66020715
type_matched_decoy	0.3566268
length_gc_matched_decoy	0.28531048
length_gc_matched_decoy	0.74143034
type_matched_decoy	0.40270495
random_decoy	0.20121565
random_decoy	-0.019768506
type_matched_decoy	0.66343856
type_matched_decoy	0.7865071
random_decoy	-0.041867677
type_matched_decoy	0.72959054
random_decoy	-0.03702502
type_matched_decoy	0.23456125
length_gc_matched_decoy	0.7127278
length_gc_matched_decoy	0.07631541
length_gc_matched_decoy	0.15603782
random_decoy	0.20396093
length_gc_matched_decoy	-0.09423558
type_matched_decoy	0.39862671
random_decoy	0.06937249
length_gc_matched_decoy	0.757306
type_matched_decoy	0.24659231
type_matched_decoy	-0.10416756
type_matched_decoy	0.53238934
random_decoy	-0.053349804
type_matched_decoy	0.32933712
length_gc_matched_decoy	0.41424534
random_decoy	-0.14902529
type_matched_decoy	0.31777442
length_gc_matched_decoy	0.21572807
length_gc_matched_decoy	0.30298215
random_decoy	0.058724567
type_matched_decoy	0.060122557
type_matched_decoy	0.30718434
random_decoy	0.19096166
random_decoy	-0.045651853
length_gc_matched_decoy	0.1038865
length_gc_matched_decoy	0.5374621
type_matched_decoy	0.29700536
type_matched_decoy	0.44514573
type_matched_decoy	0.43416625
type_matched_decoy	0.38738847
type_matched_decoy	0.50675595
random_decoy	-0.073784426
type_matched_decoy	0.583736
length_gc_matched_decoy	0.13386977
length_gc_matched_decoy	0.29643846
random_decoy	-0.09832483
length_gc_matched_decoy	-0.06328108
type_matched_decoy	0.04855617
random_decoy	-0.043154992
random_decoy	0.35355747
type_matched_decoy	-0.036733046
type_matched_decoy	-0.1438266
type_matched_decoy	0.41963446
length_gc_matched_decoy	0.36155024
type_matched_decoy	0.4215026
random_decoy	-0.17308721
length_gc_matched_decoy	0.15740532
random_decoy	-0.053424705
random_decoy	0.15016073
length_gc_matched_decoy	0.33508465
random_decoy	0.45801067
random_decoy	0.15624757
random_decoy	0.0051754713
length_gc_matched_decoy	0.4948275
type_matched_decoy	0.3000499
type_matched_decoy	0.4080882
length_gc_matched_decoy	-0.11654578
type_matched_decoy	-0.10488217
length_gc_matched_decoy	0.4492804
type_matched_decoy	0.8620757
random_decoy	0.28687367
length_gc_matched_decoy	0.37904188
type_matched_decoy	0.40275848
type_matched_decoy	0.48795292
random_decoy	0.14731506
length_gc_matched_decoy	0.459428
random_decoy	0.08326712
type_matched_decoy	0.24679753
random_decoy	0.11570319
type_matched_decoy	0.21374169
random_decoy	-0.0264969
type_matched_decoy	0.19571474
random_decoy	0.040044885
random_decoy	0.090255745
length_gc_matched_decoy	0.8038845
type_matched_decoy	0.09615794
type_matched_decoy	0.5130641
type_matched_decoy	0.056462668
type_matched_decoy	0.076941185
random_decoy	0.033026032
length_gc_matched_decoy	0.16200387
type_matched_decoy	0.43151882
type_matched_decoy	0.45678455
length_gc_matched_decoy	0.3970924
random_decoy	-0.25343242
length_gc_matched_decoy	0.5282055
length_gc_matched_decoy	-0.26718813
random_decoy	0.04053414
random_decoy	0.11873065
length_gc_matched_decoy	0.13052648
length_gc_matched_decoy	0.66875553
length_gc_matched_decoy	0.37711674
length_gc_matched_decoy	0.41889855
random_decoy	-0.045663804
type_matched_decoy	0.17859815
length_gc_matched_decoy	-0.08233423
random_decoy	-0.020345658
type_matched_decoy	0.6894977
random_decoy	-0.074362375
type_matched_decoy	0.049114283
length_gc_matched_decoy	0.25709563
length_gc_matched_decoy	0.55511147
type_matched_decoy	0.078127444
random_decoy	0.18375325
random_decoy	-0.19415155
length_gc_matched_decoy	0.40199006
type_matched_decoy	0.09364303
type_matched_decoy	0.25610334
length_gc_matched_decoy	-0.005412653
random_decoy	-0.14470232
type_matched_decoy	-0.39291847
random_decoy	-0.018269628
length_gc_matched_decoy	0.13227047
type_matched_decoy	0.31561854
type_matched_decoy	0.06459797
length_gc_matched_decoy	0.2922228
random_decoy	0.017359227
type_matched_decoy	0.24656749
length_gc_matched_decoy	-0.05894135
random_decoy	-0.15995702
type_matched_decoy	0.51036364
type_matched_decoy	0.12282772
type_matched_decoy	0.38515806
type_matched_decoy	0.5189613
random_decoy	0.110279664
random_decoy	0.18759736
random_decoy	0.7046083
type_matched_decoy	0.07219063
length_gc_matched_decoy	0.24099767
type_matched_decoy	0.5844766
length_gc_matched_decoy	0.3243036
type_matched_decoy	0.30642852
observed_pair	0.3651277
type_matched_decoy	0.48847538
random_decoy	0.12000024
type_matched_decoy	0.2046753
length_gc_matched_decoy	0.0015112832
length_gc_matched_decoy	0.42340934
random_decoy	0.012454331
type_matched_decoy	0.43106377
random_decoy	-0.021580152
length_gc_matched_decoy	0.31782484
length_gc_matched_decoy	0.23656921
random_decoy	-0.07597
type_matched_decoy	0.5904925
type_matched_decoy	0.08719321
random_decoy	0.31427893
length_gc_matched_decoy	0.28045192
type_matched_decoy	0.34944052
random_decoy	0.21487541
length_gc_matched_decoy	0.61791646
length_gc_matched_decoy	0.15571132
random_decoy	-0.07420015
type_matched_decoy	0.42980942
type_matched_decoy	0.29292935
type_matched_decoy	0.2446834
type_matched_decoy	0.46812207
length_gc_matched_decoy	0.5626195
type_matched_decoy	0.12863648
length_gc_matched_decoy	0.54229534
length_gc_matched_decoy	-0.16236672
type_matched_decoy	0.4926169
type_matched_decoy	0.44628394
length_gc_matched_decoy	0.3691404
random_decoy	-0.061213702
random_decoy	0.04131716
random_decoy	-0.048256546
length_gc_matched_decoy	0.05007947
type_matched_decoy	0.08203457
length_gc_matched_decoy	0.22997677
random_decoy	-0.32838163
random_decoy	-0.3594048
length_gc_matched_decoy	-0.120422214
length_gc_matched_decoy	0.85501885
type_matched_decoy	-0.29269835
random_decoy	-0.05570191
random_decoy	0.538545
random_decoy	0.31067303
type_matched_decoy	0.79928184
random_decoy	0.22320478
random_decoy	0.13690802
random_decoy	-0.24925812
length_gc_matched_decoy	0.44891405
random_decoy	0.47991002
random_decoy	0.22688898
random_decoy	0.025428742
length_gc_matched_decoy	0.12334321
random_decoy	0.36324546
random_decoy	-0.0867103
type_matched_decoy	0.23187631
length_gc_matched_decoy	0.010961782
type_matched_decoy	0.49368265
random_decoy	0.14257123
length_gc_matched_decoy	0.12459092
random_decoy	0.053467177
random_decoy	0.32139584
length_gc_matched_decoy	0.24125236
random_decoy	0.1863881
length_gc_matched_decoy	0.3609553
type_matched_decoy	0.250382
random_decoy	-0.20194063
length_gc_matched_decoy	0.21671946
type_matched_decoy	0.0010685176
length_gc_matched_decoy	0.3301531
type_matched_decoy	-0.12067368
length_gc_matched_decoy	0.50152946
random_decoy	0.21305948
length_gc_matched_decoy	0.3614483
length_gc_matched_decoy	0.36534286
length_gc_matched_decoy	0.3399809
random_decoy	0.31516838
type_matched_decoy	0.5281371
type_matched_decoy	0.07323918
length_gc_matched_decoy	0.28244796
length_gc_matched_decoy	0.667508
length_gc_matched_decoy	0.26182908
type_matched_decoy	0.008655235
type_matched_decoy	0.19379386
type_matched_decoy	0.13525587
random_decoy	-0.06238553
type_matched_decoy	0.27915323
length_gc_matched_decoy	0.7014001
random_decoy	-0.23233344
length_gc_matched_decoy	0.17587689
length_gc_matched_decoy	0.33773524
type_matched_decoy	0.8421929
type_matched_decoy	0.8985058
random_decoy	0.12791863
type_matched_decoy	0.28057736
random_decoy	0.11278046
random_decoy	0.18982495
type_matched_decoy	0.5177958
length_gc_matched_decoy	0.46775618
length_gc_matched_decoy	0.5656265
type_matched_decoy	0.24387184
type_matched_decoy	0.2788603
random_decoy	0.30563653
length_gc_matched_decoy	0.4837719
random_decoy	-0.09969367
random_decoy	0.02017162
length_gc_matched_decoy	0.16062005
type_matched_decoy	0.63571584
length_gc_matched_decoy	-0.12784673
random_decoy	0.21212573
random_decoy	0.0023301542
random_decoy	-0.061642803
length_gc_matched_decoy	0.3258766
length_gc_matched_decoy	0.20757312
random_decoy	0.1650252
type_matched_decoy	0.71830416
type_matched_decoy	0.26464438
random_decoy	-0.10492499
type_matched_decoy	0.083750814
length_gc_matched_decoy	0.070085995
length_gc_matched_decoy	0.20939146
length_gc_matched_decoy	-0.030003399
length_gc_matched_decoy	0.24736683
length_gc_matched_decoy	0.35145032
random_decoy	-0.061349146
random_decoy	0.13128798
random_decoy	0.37194288
random_decoy	0.5203687
random_decoy	0.055569693
random_decoy	0.39429122
random_decoy	-0.09674415
type_matched_decoy	0.24291113
random_decoy	-0.041061655
type_matched_decoy	0.35565224
random_decoy	-0.10970704
random_decoy	0.2610628
random_decoy	0.40683675
random_decoy	0.5395968
type_matched_decoy	-0.005664274
random_decoy	0.3266009
type_matched_decoy	0.70934206
length_gc_matched_decoy	0.2068488
random_decoy	-0.24921472
random_decoy	0.07729588
random_decoy	0.002946088
length_gc_matched_decoy	0.20125958
type_matched_decoy	0.51981145
length_gc_matched_decoy	0.43584687
type_matched_decoy	-0.010325
random_decoy	0.44279355
random_decoy	-0.17369756
random_decoy	0.49374327
type_matched_decoy	0.53784734
length_gc_matched_decoy	0.47146332
length_gc_matched_decoy	0.7042689
random_decoy	0.44829482
length_gc_matched_decoy	0.26045984
length_gc_matched_decoy	0.36188915
random_decoy	0.05178131
random_decoy	-0.093725584
length_gc_matched_decoy	0.480726
type_matched_decoy	0.49967423
length_gc_matched_decoy	0.40759128
length_gc_matched_decoy	0.5495168
random_decoy	-0.029438958
type_matched_decoy	0.45203415
random_decoy	0.3296561
random_decoy	-0.16985603
type_matched_decoy	0.024099834
length_gc_matched_decoy	0.36504334
type_matched_decoy	0.38914278
type_matched_decoy	0.34907436
random_decoy	0.2638942
type_matched_decoy	0.2159888
type_matched_decoy	0.56400937
random_decoy	0.44325733
random_decoy	0.01705468
random_decoy	0.008903876
length_gc_matched_decoy	0.07864782
length_gc_matched_decoy	0.23916373
length_gc_matched_decoy	0.009872556
length_gc_matched_decoy	0.25813553
type_matched_decoy	0.31372684
length_gc_matched_decoy	0.28110722
length_gc_matched_decoy	-0.25762272
random_decoy	-0.07003529
random_decoy	-0.07628756
random_decoy	0.4177944
random_decoy	-0.14910877
type_matched_decoy	0.12643842
random_decoy	0.073562145
random_decoy	0.1750851
random_decoy	0.4179998
length_gc_matched_decoy	-0.046070985
length_gc_matched_decoy	0.7007575
length_gc_matched_decoy	-0.14952722
random_decoy	0.13029918
random_decoy	-0.09312418
length_gc_matched_decoy	0.21386847
random_decoy	-0.15077257
type_matched_decoy	0.19802317
length_gc_matched_decoy	-0.16498825
length_gc_matched_decoy	0.2508852
type_matched_decoy	-0.006095331
random_decoy	-0.18595985
random_decoy	0.27341318
random_decoy	-0.27714053
length_gc_matched_decoy	0.47083968
random_decoy	-0.11395465
random_decoy	0.080938295
random_decoy	-0.07390586
type_matched_decoy	0.25918287
length_gc_matched_decoy	0.34100735
type_matched_decoy	0.45655
random_decoy	-0.15154916
length_gc_matched_decoy	-0.09006989
length_gc_matched_decoy	0.07440296
random_decoy	0.5601627
type_matched_decoy	0.4414495
length_gc_matched_decoy	0.704302
type_matched_decoy	0.120009564
type_matched_decoy	0.34701186
random_decoy	0.46400136
length_gc_matched_decoy	0.4332289
type_matched_decoy	0.27652472
random_decoy	-0.08072615
type_matched_decoy	0.30869392
random_decoy	0.4485081
length_gc_matched_decoy	0.27612466
random_decoy	0.25727543
random_decoy	0.28740892
length_gc_matched_decoy	0.83415985
length_gc_matched_decoy	0.40565893
length_gc_matched_decoy	0.293267
random_decoy	0.058389675
type_matched_decoy	0.19986811
type_matched_decoy	0.35669196
length_gc_matched_decoy	-0.15245928
type_matched_decoy	0.18530856
length_gc_matched_decoy	0.6830823
length_gc_matched_decoy	0.2116982
type_matched_decoy	0.26465696
type_matched_decoy	0.2971536
type_matched_decoy	0.4903675
random_decoy	-0.022544283
length_gc_matched_decoy	0.714159
length_gc_matched_decoy	0.49003363
random_decoy	0.23171124
type_matched_decoy	0.44255087
length_gc_matched_decoy	0.05768595
length_gc_matched_decoy	0.80325633
type_matched_decoy	0.2818311
random_decoy	-0.18597087
type_matched_decoy	0.40030864
length_gc_matched_decoy	0.29880625
type_matched_decoy	0.15584734
type_matched_decoy	0.2671184
random_decoy	0.20404111
length_gc_matched_decoy	0.5057319
type_matched_decoy	-0.113618396
length_gc_matched_decoy	0.22734845
length_gc_matched_decoy	0.37964398
type_matched_decoy	0.19371049
random_decoy	0.25151062
random_decoy	0.33105958
random_decoy	0.3418702
type_matched_decoy	0.21201915
type_matched_decoy	0.47279024
type_matched_decoy	0.2219335
type_matched_decoy	0.6967242
type_matched_decoy	0.3851302
random_decoy	-0.28096947
type_matched_decoy	0.15597501
type_matched_decoy	0.39334863
type_matched_decoy	0.28619397
length_gc_matched_decoy	-0.0028751045
random_decoy	0.13540228
type_matched_decoy	0.2810439
random_decoy	0.100670755
length_gc_matched_decoy	0.301734
random_decoy	0.048327103
length_gc_matched_decoy	0.33238083
type_matched_decoy	0.18542919
random_decoy	0.13963434
random_decoy	-0.25228494
random_decoy	0.33433527
type_matched_decoy	0.36377105
length_gc_matched_decoy	0.11962688
type_matched_decoy	0.67627496
type_matched_decoy	0.42609096
random_decoy	-0.24223968
length_gc_matched_decoy	0.42071074
type_matched_decoy	0.49679968
length_gc_matched_decoy	0.20688257
length_gc_matched_decoy	0.13683192
random_decoy	-0.06947311
length_gc_matched_decoy	0.43812054
type_matched_decoy	0.29929197
random_decoy	-0.3169557
type_matched_decoy	0.014757216
type_matched_decoy	0.86572087
length_gc_matched_decoy	0.28480938
type_matched_decoy	0.5300307
length_gc_matched_decoy	0.404324
type_matched_decoy	0.22191395
length_gc_matched_decoy	0.3502759
random_decoy	0.052440707
length_gc_matched_decoy	0.26135603
type_matched_decoy	0.36458468
length_gc_matched_decoy	0.3775124
random_decoy	-0.09886168
type_matched_decoy	0.30700427
random_decoy	0.7946905
type_matched_decoy	0.16401872
random_decoy	-0.2519167
random_decoy	0.024554536
random_decoy	0.37969446
length_gc_matched_decoy	0.4634391
random_decoy	0.16864279
length_gc_matched_decoy	0.15447675
observed_pair	0.4596509
length_gc_matched_decoy	-0.033239007
random_decoy	0.21606176
type_matched_decoy	-0.048390266
length_gc_matched_decoy	0.47493166
random_decoy	0.13887969
random_decoy	-0.014258273
length_gc_matched_decoy	0.351235
length_gc_matched_decoy	0.14301673
length_gc_matched_decoy	-0.018350147
type_matched_decoy	0.1084737
random_decoy	-0.05178182
type_matched_decoy	-0.079096675
length_gc_matched_decoy	0.23534617
length_gc_matched_decoy	0.010960326
length_gc_matched_decoy	0.38038635
random_decoy	-0.012828067
length_gc_matched_decoy	0.2578829
random_decoy	0.048290983
type_matched_decoy	0.50593114
random_decoy	0.10099762
length_gc_matched_decoy	0.11475849
random_decoy	0.119805485
length_gc_matched_decoy	0.314093
random_decoy	0.68275166
length_gc_matched_decoy	0.2135506
random_decoy	-0.19732973
type_matched_decoy	0.35608327
type_matched_decoy	0.21633822
random_decoy	0.059356593
type_matched_decoy	0.39403415
length_gc_matched_decoy	0.17148472
random_decoy	0.053907696
length_gc_matched_decoy	0.09714132
length_gc_matched_decoy	0.2198388
type_matched_decoy	0.2793659
random_decoy	-0.123937495
type_matched_decoy	0.19415534
random_decoy	0.106026396
length_gc_matched_decoy	0.35764414
type_matched_decoy	0.18738618
type_matched_decoy	0.47258165
type_matched_decoy	0.5421589
length_gc_matched_decoy	0.21784006
length_gc_matched_decoy	0.20685928
type_matched_decoy	0.57018363
type_matched_decoy	0.46271563
length_gc_matched_decoy	0.22002307
length_gc_matched_decoy	0.33766654
observed_pair	0.3261209
type_matched_decoy	0.5281662
random_decoy	0.044621125
length_gc_matched_decoy	0.47055835
type_matched_decoy	0.15202142
length_gc_matched_decoy	0.3819331
type_matched_decoy	0.55497897
length_gc_matched_decoy	0.49548435
type_matched_decoy	0.25378138
random_decoy	0.16549876
random_decoy	0.13475636
random_decoy	-0.035898782
type_matched_decoy	0.33164278
random_decoy	0.24135059
length_gc_matched_decoy	0.27750427
random_decoy	0.33493984
type_matched_decoy	0.11393078
length_gc_matched_decoy	0.2941651
random_decoy	-0.2573499
length_gc_matched_decoy	0.0068870857
length_gc_matched_decoy	0.34802163
type_matched_decoy	0.28351432
random_decoy	-0.09284502
length_gc_matched_decoy	0.2304532
length_gc_matched_decoy	0.4164568
random_decoy	0.16150711
length_gc_matched_decoy	0.6090187
type_matched_decoy	0.346376
random_decoy	0.3017857
length_gc_matched_decoy	0.24837634
random_decoy	-0.062485788
random_decoy	0.3372018
type_matched_decoy	0.05045651
type_matched_decoy	0.38113487
length_gc_matched_decoy	0.041174933
random_decoy	0.22726415
type_matched_decoy	-0.09635112
random_decoy	-0.09601038
type_matched_decoy	0.079144254
type_matched_decoy	0.640214
length_gc_matched_decoy	0.32232237
random_decoy	0.14345586
random_decoy	0.038473725
type_matched_decoy	-0.087821916
type_matched_decoy	0.20513618
random_decoy	0.14165294
random_decoy	0.12280763
random_decoy	0.17051561
type_matched_decoy	0.2638065
length_gc_matched_decoy	0.27923366
type_matched_decoy	0.1294347
length_gc_matched_decoy	0.21369675
random_decoy	0.36633903
type_matched_decoy	0.44380277
random_decoy	-0.048614264
random_decoy	-0.018255396
random_decoy	0.55338514
random_decoy	0.17694251
length_gc_matched_decoy	0.33418792
random_decoy	0.13533151
length_gc_matched_decoy	0.24978969
random_decoy	0.07110928
random_decoy	0.27217844
random_decoy	0.03487756
random_decoy	0.41124123
length_gc_matched_decoy	0.27840635
random_decoy	0.21644804
random_decoy	0.22857967
