artifact	script	command	unit	denominator
tables/t32_multi_margin_length.tsv	scripts/a04_pairs_candidates_multi.py	see run.sh: a04_pairs_candidates_multi.py	MULTI exact RT sequences	each of the 7,593 V-RT-MULTI exact RTs, one per row
tables/t32_multi_profile.tsv	scripts/a04_pairs_candidates_multi.py	see run.sh: a04_pairs_candidates_multi.py	MULTI exact RT sequences	the 7,593 V-RT-MULTI exact RTs (carried from the landed g4 table, re-emitted unchanged)
tables/t33_multi_architecture.tsv	scripts/a04_pairs_candidates_multi.py	see run.sh: a04_pairs_candidates_multi.py	distinct records	distinct RT-anchored records of that population (MULTI 9,012 vs the single-family files)
tables/t33_multi_family_pairs.tsv	scripts/a04_pairs_candidates_multi.py	see run.sh: a04_pairs_candidates_multi.py	MULTI exact RT sequences	V-RT-MULTI exact RTs whose label set contains both families (a 3-label set contributes to all three pairs)
tables/t34_gtdb_prevalence_by_rank.tsv	scripts/a05_taxonomy_quality.py	see run.sh: a05_taxonomy_quality.py	genomes	genomes of that taxon in the GTDB bacterial catalogue (the sampled set; an upper bound on what the pipeline attempted - pipeline failures are not recorded in any Stage-1 input). Only gtdb_bacteria corpus records contribute the numerator
tables/t35_family_by_phylum_prevalence.tsv	scripts/a05_taxonomy_quality.py	see run.sh: a05_taxonomy_quality.py	genomes	genomes of that phylum in the GTDB bacterial catalogue (phyla with >=1,000 sampled genomes); numerator = genomes carrying >=1 locus of that family label
tables/t36_ncbi_genus_representation.tsv	scripts/a05_taxonomy_quality.py	see run.sh: a05_taxonomy_quality.py	records / loci / exact RTs	all NCBI-schema records carrying a genus (carried from the landed g5 table, re-emitted unchanged, top 20 by records). This is REPRESENTATION: no sampled-genome denominator exists for the NCBI block, so no prevalence is computed
tables/t37_carriage_by_host_completeness.tsv	scripts/a05_taxonomy_quality.py	see run.sh: a05_taxonomy_quality.py	physical loci	Retron physical loci in gtdb_bacteria genomes with a CheckM2 completeness value in the catalogue (the only databases carrying one are GTDB/GEM/MGnify; NCBI carries no CheckM column at all - g5)
tables/t38_recurrence_breadth.tsv	scripts/a05_taxonomy_quality.py	see run.sh: a05_taxonomy_quality.py	exact RT sequences	exact RTs occurring in >=20 genomes, of that family
tables/t38_recurrence_scatter.tsv	scripts/a05_taxonomy_quality.py	see run.sh: a05_taxonomy_quality.py	exact RT sequences	each exact RT occurring in >=20 genomes, one per row
tables/t39_bt_status_by_database.tsv	scripts/a05_taxonomy_quality.py	see run.sh: a05_taxonomy_quality.py	distinct records	distinct RT-anchored records of that source database
tables/t39_checkm_availability.tsv	scripts/a05_taxonomy_quality.py	see run.sh: a05_taxonomy_quality.py	genome entries	genome entries per source database (carried from the landed g5 table, re-emitted unchanged)
tables/t39_context_truncation_by_database.tsv	scripts/a05_taxonomy_quality.py	see run.sh: a05_taxonomy_quality.py	distinct records	distinct RT-anchored records of that source database
tables/t39_no_rt_cds_recovery_by_database.tsv	scripts/a05_taxonomy_quality.py	see run.sh: a05_taxonomy_quality.py	distinct records	records without a marked RT CDS, of that source database; the percentage is out of all distinct RT-anchored records of the database
tables/t40_inspectability.tsv	scripts/a05_taxonomy_quality.py	see run.sh: a05_taxonomy_quality.py	distinct records	all 3,051,238 distinct RT-anchored records
tables/t41_reconciliation.tsv	scripts/c01_reconcile.py	see run.sh: c01_reconcile.py	landed values compared	every quantity this bundle re-derives that a landed g1-g6 table also carries; a DISAGREE row stops the build
tables/t42_definition_differences.tsv	scripts/c01_reconcile.py	see run.sh: c01_reconcile.py	loci	loci of that family label; the three columns are three declared coverage rules over the same loci, not three estimates of one number
tables/t43_independent_cds_recount.tsv	scripts/c02_independent_cds_between.py	see run.sh: c02_independent_cds_between.py	placements	a seeded random sample of 5,000 CANONICAL placements (seed 20260915), recomputed from rt_window_cds_v1 by an implementation that shares no code with g3
tables/t44_controls.tsv	scripts/c03_controls.py	see run.sh: c03_controls.py	controls	each row is one declared expectation checked against the landed tables
