terminal	set	protein_len	status	mcc_start	mcc_end	mcc_len	N_anchor_occ	C_anchor_occ	core_occ	rt0_zone_residues	core_start_route1	core_end_route1	core_start_route2	core_end_route2	delta_start	delta_end	frac_core_blocks_agree_within_2
terminal_225	CLEAN	319	EXTRACTABLE	26	240	215	1.0	1.0	0.984	14	43	232	44	232	-1	0	0.833
terminal_226	CLEAN	319	EXTRACTABLE	25	240	216	1.0	1.0	0.984	15	43	232	44	232	-1	0	0.833
terminal_227	OTHER_SUBSTITUTE	317	EXTRACTABLE	48	292	245	1.0	1.0	0.984	39	93	284	93	284	0	0	1.0
terminal_228	CLEAN	301	EXTRACTABLE	17	228	212	1.0	1.0	0.984	14	34	220	35	220	-1	0	0.833
terminal_229	CLEAN	315	EXTRACTABLE	27	238	212	1.0	1.0	0.956	12	42	230	43	230	-1	0	0.75
terminal_230	CLEAN	321	EXTRACTABLE	26	240	215	1.0	1.0	0.956	13	42	231	43	231	-1	0	0.917
terminal_231	CLEAN	315	EXTRACTABLE	27	238	212	1.0	1.0	0.934	12	42	230	43	230	-1	0	0.917
terminal_232	CLEAN	316	EXTRACTABLE	23	239	217	1.0	1.0	0.951	13	42	231	43	231	-1	0	0.667
terminal_233	CLEAN	313	EXTRACTABLE	23	238	216	1.0	1.0	0.929	13	42	231	43	231	-1	0	0.667
terminal_234	CLEAN	313	EXTRACTABLE	25	239	215	1.0	0.833	0.956	14	42	231	43	231	-1	0	0.875
terminal_235	CLEAN	314	EXTRACTABLE	27	239	213	1.0	1.0	0.956	14	44	230	45	230	-1	0	0.917
terminal_236	CLEAN	303	EXTRACTABLE	22	240	219	1.0	1.0	0.978	18	44	233	45	233	-1	0	0.75
terminal_237	CLEAN	305	EXTRACTABLE	27	241	215	1.0	1.0	0.962	14	44	233	45	233	-1	0	0.833
terminal_238	CLEAN	303	EXTRACTABLE	24	238	215	1.0	1.0	0.978	14	41	230	42	230	-1	0	0.833
terminal_239	CLEAN	303	EXTRACTABLE	26	235	210	1.0	1.0	0.978	15	44	233	45	233	-1	0	0.833
terminal_240	CLEAN	307	EXTRACTABLE	29	242	214	1.0	1.0	0.962	13	45	234	46	234	-1	0	0.75
terminal_241	CLEAN	302	EXTRACTABLE	22	240	219	1.0	1.0	0.967	19	45	232	46	232	-1	0	0.875
terminal_242	CLEAN	303	EXTRACTABLE	24	234	211	1.0	1.0	0.945	12	39	224	40	224	-1	0	0.792
terminal_243	CLEAN	303	EXTRACTABLE	24	232	209	1.0	1.0	0.956	12	39	224	40	224	-1	0	0.75
terminal_244	CLEAN	303	EXTRACTABLE	24	232	209	1.0	1.0	0.962	12	39	224	40	224	-1	0	0.833
terminal_245	CLEAN	305	EXTRACTABLE	24	235	212	1.0	1.0	0.951	12	39	226	40	226	-1	0	0.75
terminal_246	CLEAN	308	EXTRACTABLE	22	235	214	1.0	1.0	0.951	14	39	226	40	226	-1	0	0.875
terminal_247	CLEAN	304	EXTRACTABLE	24	235	212	1.0	1.0	0.951	12	39	226	40	226	-1	0	0.75
terminal_248	CLEAN	309	EXTRACTABLE	23	235	213	1.0	1.0	0.945	13	39	226	40	226	-1	0	0.917
terminal_249	CLEAN	307	EXTRACTABLE	22	235	214	1.0	1.0	0.951	14	39	226	40	226	-1	0	0.75
terminal_250	CLEAN	309	EXTRACTABLE	16	235	220	1.0	1.0	0.951	13	39	226	40	226	-1	0	0.75
terminal_251	CLEAN	309	EXTRACTABLE	22	236	215	1.0	1.0	0.945	14	39	226	40	226	-1	0	0.667
terminal_252	CLEAN	306	EXTRACTABLE	23	235	213	1.0	1.0	0.956	13	39	226	40	226	-1	0	0.833
terminal_253	CLEAN	310	EXTRACTABLE	26	235	210	1.0	1.0	0.956	10	40	227	41	227	-1	0	0.833
terminal_254	CLEAN	303	EXTRACTABLE	24	235	212	1.0	1.0	0.945	12	39	225	40	225	-1	0	0.875
terminal_255	CLEAN	305	EXTRACTABLE	25	234	210	1.0	1.0	0.951	12	40	227	41	227	-1	0	0.75
terminal_256	CLEAN	305	EXTRACTABLE	17	235	219	1.0	1.0	0.951	13	40	227	41	227	-1	0	0.667
terminal_257	CLEAN	307	EXTRACTABLE	15	234	220	1.0	1.0	0.956	15	40	227	41	227	-1	0	0.833
terminal_258	CLEAN	303	EXTRACTABLE	24	234	211	1.0	1.0	0.967	12	39	225	40	225	-1	0	0.75
terminal_259	OTHER_SUBSTITUTE	420	EXTRACTABLE	29	298	270	1.0	1.0	0.995	39	75	275	74	273	1	2	1.0
terminal_260	CLEAN	313	EXTRACTABLE	23	233	211	1.0	1.0	0.962	13	39	225	40	225	-1	0	0.72
terminal_261	CLEAN	313	EXTRACTABLE	24	235	212	1.0	1.0	0.934	12	39	225	40	225	-1	0	0.8
terminal_262	CLEAN	315	EXTRACTABLE	24	234	211	1.0	1.0	0.934	12	39	225	40	225	-1	0	0.88
terminal_263	CLEAN	306	EXTRACTABLE	22	230	209	1.0	1.0	0.929	14	39	220	40	220	-1	0	0.833
terminal_264	CLEAN	304	EXTRACTABLE	22	234	213	1.0	1.0	0.94	14	39	225	40	225	-1	0	0.8
terminal_265	CLEAN	312	EXTRACTABLE	24	231	208	1.0	1.0	0.912	11	39	223	40	223	-1	0	0.88
terminal_266	CLEAN	315	EXTRACTABLE	17	227	211	1.0	0.833	0.962	20	41	227	42	228	-1	-1	0.875
terminal_267	CLEAN	312	EXTRACTABLE	25	230	206	1.0	1.0	0.989	12	41	228	42	228	-1	0	0.833
terminal_268	CLEAN	310	EXTRACTABLE	18	238	221	1.0	1.0	0.962	19	42	231	43	230	-1	1	0.833
terminal_269	CLEAN	304	EXTRACTABLE	22	230	209	1.0	0.833	0.951	13	43	230	44	231	-1	-1	0.917
terminal_270	CLEAN	316	EXTRACTABLE	24	237	214	1.0	1.0	0.956	14	42	232	43	232	-1	0	0.92
terminal_271	CLEAN	317	EXTRACTABLE	24	234	211	1.0	1.0	0.956	14	42	232	43	232	-1	0	0.92
terminal_272	CLEAN	304	EXTRACTABLE	25	233	209	1.0	1.0	0.94	12	40	224	41	224	-1	0	0.917
terminal_273	CLEAN	306	EXTRACTABLE	23	235	213	1.0	1.0	0.973	14	41	228	42	228	-1	0	0.917
terminal_274	CLEAN	306	EXTRACTABLE	23	236	214	1.0	1.0	0.956	14	41	227	42	227	-1	0	0.875
terminal_275	CLEAN	313	EXTRACTABLE	25	237	213	1.0	1.0	0.956	12	41	227	42	227	-1	0	0.917
terminal_276	CLEAN	306	EXTRACTABLE	25	238	214	1.0	1.0	0.929	13	41	231	42	231	-1	0	0.833
terminal_277	CLEAN	334	EXTRACTABLE	34	245	212	1.0	1.0	0.962	12	51	238	52	238	-1	0	0.833
terminal_278	CLEAN	320	EXTRACTABLE	25	231	207	1.0	1.0	0.923	12	40	231	41	231	-1	0	0.792
terminal_279	CLEAN	317	C_TRUNCATED	26	224	199	1.0	0.0	0.934	12	41	224	42	230			0.739
terminal_280	CLEAN	321	EXTRACTABLE	26	234	209	1.0	1.0	0.973	14	43	232	44	232	-1	0	0.833
terminal_281	OTHER_SUBSTITUTE	315	EXTRACTABLE	23	231	209	1.0	1.0	0.967	14	40	229	41	229	-1	0	0.875
terminal_282	CLEAN	314	EXTRACTABLE	22	226	205	1.0	0.667	0.934	15	40	226	41	228	-1	-2	0.917
terminal_283	CLEAN	304	EXTRACTABLE	22	232	211	1.0	1.0	0.929	15	40	225	41	225	-1	0	0.958
terminal_284	CLEAN	313	EXTRACTABLE	26	235	210	1.0	1.0	0.962	15	44	235	45	235	-1	0	0.833
terminal_285	CLEAN	305	EXTRACTABLE	20	233	214	1.0	1.0	0.945	16	40	227	41	227	-1	0	0.913
terminal_286	CLEAN	315	EXTRACTABLE	24	243	220	1.0	1.0	0.956	12	39	233	41	234	-2	-1	0.96
terminal_287	CLEAN	316	EXTRACTABLE	24	236	213	1.0	1.0	0.967	12	39	233	41	234	-2	-1	0.96
terminal_288	CLEAN	316	EXTRACTABLE	21	241	221	1.0	1.0	0.962	13	39	232	41	233	-2	-1	0.96
terminal_289	CLEAN	274	EXTRACTABLE	24	241	218	1.0	1.0	0.951	12	39	232	41	233	-2	-1	0.96
terminal_290	CLEAN	316	EXTRACTABLE	24	241	218	1.0	1.0	0.956	12	39	232	41	233	-2	-1	0.96
terminal_291	CLEAN	316	EXTRACTABLE	24	235	212	1.0	1.0	0.956	12	39	232	41	233	-2	-1	0.96
terminal_292	CLEAN	313	EXTRACTABLE	25	242	218	1.0	1.0	0.956	12	40	232	42	233	-2	-1	0.84
terminal_293	CLEAN	318	EXTRACTABLE	32	250	219	1.0	1.0	0.94	12	48	241	50	242	-2	-1	0.88
terminal_294	CLEAN	313	EXTRACTABLE	25	237	213	1.0	1.0	0.951	12	41	232	43	233	-2	-1	0.72
terminal_295	RNAP_SUBSTITUTE	82	NO_HIT	48	48	1	0.0	0.0	0.005	0	48	48					
terminal_296	CLEAN	321	EXTRACTABLE	22	242	221	1.0	1.0	0.967	14	39	232	40	232	-1	0	0.84
terminal_297	CLEAN	320	EXTRACTABLE	26	232	207	1.0	1.0	0.945	12	41	225	43	225	-2	0	0.917
terminal_298	CLEAN	274	EXTRACTABLE	24	232	209	1.0	1.0	0.951	12	39	224	40	224	-1	0	0.84
terminal_299	CLEAN	312	EXTRACTABLE	24	223	200	1.0	1.0	0.951	13	40	216	41	216	-1	0	0.792
terminal_300	CLEAN	317	EXTRACTABLE	30	235	206	1.0	1.0	0.973	1	38	225	40	225	-2	0	0.708
terminal_301	CLEAN	317	EXTRACTABLE	30	235	206	1.0	1.0	0.989	1	38	225	40	225	-2	0	0.792
terminal_302	CLEAN	317	EXTRACTABLE	28	235	208	1.0	1.0	0.973	8	38	225	40	225	-2	0	0.792
terminal_303	CLEAN	317	EXTRACTABLE	11	235	225	1.0	1.0	0.973	20	38	225	40	225	-2	0	0.792
terminal_304	CLEAN	317	EXTRACTABLE	34	235	202	1.0	1.0	0.973	2	38	225	40	225	-2	0	0.792
terminal_305	CLEAN	340	EXTRACTABLE	45	258	214	1.0	1.0	0.978	11	62	249	64	249	-2	0	0.792
terminal_306	CLEAN	330	EXTRACTABLE	36	248	213	1.0	1.0	0.989	15	52	239	54	239	-2	0	0.792
terminal_307	CLEAN	317	EXTRACTABLE	28	234	207	1.0	1.0	0.94	9	39	226	41	226	-2	0	0.792
terminal_308	CLEAN	318	EXTRACTABLE	10	235	226	1.0	1.0	0.989	21	38	225	40	225	-2	0	0.792
terminal_309	CLEAN	317	EXTRACTABLE	33	235	203	1.0	1.0	0.956	1	38	225	40	225	-2	0	0.792
terminal_310	CLEAN	323	EXTRACTABLE	33	235	203	1.0	1.0	0.984	1	38	225	40	225	-2	0	0.792
terminal_311	CLEAN	323	N_TRUNCATED	41	235	195	0.4	1.0	0.962	0	41	225	40	225			0.792
terminal_312	CLEAN	317	EXTRACTABLE	8	233	226	1.0	1.0	0.978	23	38	224	40	224	-2	0	0.833
terminal_313	CLEAN	315	EXTRACTABLE	5	234	230	1.0	1.0	0.978	23	38	224	40	224	-2	0	0.833
terminal_314	CLEAN	322	EXTRACTABLE	30	241	212	1.0	1.0	0.967	9	44	231	46	231	-2	0	0.792
terminal_315	CLEAN	318	EXTRACTABLE	32	234	203	1.0	1.0	0.94	4	38	225	40	225	-2	0	0.792
terminal_316	CLEAN	318	EXTRACTABLE	32	235	204	1.0	1.0	0.973	4	38	225	40	225	-2	0	0.792
terminal_317	CLEAN	318	EXTRACTABLE	32	235	204	1.0	1.0	0.934	4	38	225	40	225	-2	0	0.833
terminal_318	CLEAN	318	EXTRACTABLE	38	235	198	1.0	1.0	0.967	0	38	225	40	225	-2	0	0.792
terminal_319	CLEAN	323	EXTRACTABLE	39	240	202	1.0	1.0	0.967	1	40	230	40	230	0	0	0.76
terminal_320	CLEAN	323	N_TRUNCATED	50	240	191	0.0	1.0	0.912	0	50	230	40	230			0.739
terminal_321	CLEAN	323	EXTRACTABLE	37	240	204	1.0	1.0	0.967	1	40	230	40	230	0	0	0.76
terminal_322	CLEAN	335	EXTRACTABLE	46	253	208	1.0	1.0	0.973	2	53	243	53	243	0	0	0.76
terminal_323	CLEAN	317	N_TRUNCATED	41	235	195	0.0	1.0	0.94	0	41	225	37	225			0.75
terminal_324	CLEAN	315	EXTRACTABLE	38	235	198	1.0	1.0	0.967	0	38	225	40	225	-2	0	0.75
terminal_325	CLEAN	315	EXTRACTABLE	10	235	226	1.0	1.0	0.989	21	38	225	40	225	-2	0	0.792
terminal_326	CLEAN	316	EXTRACTABLE	39	234	196	0.6	1.0	0.967	0	39	226	39	226	0	0	0.792
terminal_327	CLEAN	342	EXTRACTABLE	30	261	232	1.0	1.0	0.962	26	64	251	66	251	-2	0	0.875
terminal_328	CLEAN	381	EXTRACTABLE	83	288	206	1.0	1.0	0.967	7	91	278	93	278	-2	0	0.792
terminal_329	CLEAN	333	EXTRACTABLE	9	239	231	1.0	1.0	0.973	26	42	229	44	229	-2	0	0.875
terminal_330	CLEAN	333	EXTRACTABLE	36	239	204	1.0	1.0	0.984	3	42	229	44	229	-2	0	0.792
terminal_331	CLEAN	333	EXTRACTABLE	21	239	219	1.0	1.0	0.967	14	42	229	44	229	-2	0	0.792
terminal_332	CLEAN	328	EXTRACTABLE	34	235	202	1.0	1.0	0.989	1	38	225	40	225	-2	0	0.792
terminal_333	CLEAN	328	EXTRACTABLE	37	246	210	1.0	1.0	0.984	6	50	237	52	237	-2	0	0.792
terminal_334	CLEAN	348	EXTRACTABLE	51	253	203	1.0	1.0	0.989	1	56	243	58	243	-2	0	0.792
terminal_335	CLEAN	329	EXTRACTABLE	27	235	209	1.0	1.0	0.973	7	38	225	40	225	-2	0	0.792
terminal_336	CLEAN	315	N_TRUNCATED	64	234	171	0.0	1.0	0.819	0	64	224	40	224			0.75
terminal_337	CLEAN	322	N_TRUNCATED	58	240	183	0.0	1.0	0.89	0	58	231	47	231			0.727
terminal_338	CLEAN	335	EXTRACTABLE	52	249	198	0.6	1.0	0.934	6	58	239	52	238	6	1	0.667
terminal_339	CLEAN	338	N_TRUNCATED	66	253	188	0.0	1.0	0.923	0	66	244	57	243			0.696
terminal_340	CLEAN	318	EXTRACTABLE	7	233	227	1.0	1.0	0.956	24	38	223	40	223	-2	0	0.875
terminal_341	CLEAN	318	EXTRACTABLE	8	233	226	1.0	1.0	0.956	23	38	223	40	223	-2	0	0.875
terminal_342	CLEAN	318	EXTRACTABLE	6	233	228	1.0	1.0	0.962	25	38	223	40	223	-2	0	0.875
terminal_343	CLEAN	318	EXTRACTABLE	7	233	227	1.0	1.0	0.956	24	38	223	40	223	-2	0	0.792
terminal_344	CLEAN	318	EXTRACTABLE	7	233	227	1.0	1.0	0.962	24	38	223	40	223	-2	0	0.792
terminal_345	CLEAN	318	EXTRACTABLE	7	233	227	1.0	1.0	0.951	24	38	223	40	223	-2	0	0.875
terminal_346	CLEAN	499	EXTRACTABLE	227	422	196	1.0	1.0	0.962	12	242	419	243	419	-1	0	0.833
terminal_347	CLEAN	502	EXTRACTABLE	230	425	196	1.0	1.0	0.962	12	245	422	246	422	-1	0	0.833
terminal_348	CLEAN	498	EXTRACTABLE	225	420	196	1.0	1.0	0.956	12	240	417	241	417	-1	0	0.875
terminal_349	CLEAN	495	EXTRACTABLE	226	421	196	1.0	1.0	0.962	12	241	418	242	418	-1	0	0.833
terminal_350	CLEAN	484	EXTRACTABLE	206	405	200	1.0	1.0	0.945	15	225	402	226	402	-1	0	0.917
terminal_351	CLEAN	483	EXTRACTABLE	208	404	197	1.0	1.0	0.962	12	224	401	225	401	-1	0	0.833
terminal_352	CLEAN	483	EXTRACTABLE	209	409	201	1.0	1.0	0.962	12	225	402	226	402	-1	0	0.833
terminal_353	CLEAN	479	EXTRACTABLE	206	400	195	1.0	1.0	0.956	14	223	400	224	400	-1	0	0.875
terminal_354	CLEAN	502	EXTRACTABLE	224	424	201	1.0	1.0	0.945	12	239	416	240	416	-1	0	0.917
terminal_355	CLEAN	499	EXTRACTABLE	223	421	199	1.0	1.0	0.94	12	238	415	239	415	-1	0	0.917
terminal_356	OTHER_SUBSTITUTE	117	NO_HIT	53	53	1	0.2	0.0	0.005	0	53	53	27	100			
terminal_357	CLEAN	485	EXTRACTABLE	218	418	201	1.0	1.0	0.945	13	234	411	235	411	-1	0	0.917
terminal_358	CLEAN	480	EXTRACTABLE	217	418	202	1.0	1.0	0.962	16	238	415	239	415	-1	0	0.833
terminal_359	CLEAN	484	EXTRACTABLE	212	414	203	1.0	1.0	0.94	14	229	405	230	405	-1	0	0.917
terminal_360	OTHER_SUBSTITUTE	494	EXTRACTABLE	217	419	203	1.0	1.0	0.951	12	232	410	233	410	-1	0	0.917
terminal_361	CLEAN	459	EXTRACTABLE	215	417	203	1.0	1.0	0.94	14	232	408	233	408	-1	0	0.917
terminal_362	CLEAN	498	EXTRACTABLE	215	409	195	1.0	1.0	0.94	13	232	409	233	409	-1	0	0.917
terminal_363	CLEAN	353	EXTRACTABLE	66	265	200	1.0	1.0	0.929	12	81	256	83	256	-2	0	0.958
terminal_364	CLEAN	353	EXTRACTABLE	63	265	203	1.0	1.0	0.945	15	81	256	83	256	-2	0	0.875
terminal_365	CLEAN	353	EXTRACTABLE	63	263	201	1.0	1.0	0.945	15	81	256	83	256	-2	0	0.875
terminal_366	CLEAN	352	EXTRACTABLE	62	265	204	1.0	1.0	0.929	16	81	256	83	256	-2	0	0.958
terminal_367	CLEAN	353	EXTRACTABLE	66	265	200	1.0	1.0	0.94	12	81	256	83	256	-2	0	0.875
terminal_368	OTHER_SUBSTITUTE	353	EXTRACTABLE	66	264	199	1.0	1.0	0.945	12	81	256	83	256	-2	0	0.875
terminal_369	OTHER_SUBSTITUTE	438	EXTRACTABLE	26	272	247	1.0	1.0	0.989	39	71	263	71	263	0	0	1.0
terminal_370	CLEAN	370	EXTRACTABLE	83	282	200	1.0	1.0	0.945	12	98	273	100	273	-2	0	0.875
terminal_371	CLEAN	346	EXTRACTABLE	62	263	202	1.0	1.0	0.929	16	81	256	83	256	-2	0	0.958
terminal_372	CLEAN	345	EXTRACTABLE	64	264	201	1.0	1.0	0.929	14	81	256	83	256	-2	0	0.958
terminal_373	CLEAN	342	EXTRACTABLE	63	265	203	1.0	1.0	0.929	15	81	256	83	256	-2	0	0.958
terminal_374	CLEAN	358	EXTRACTABLE	67	271	205	1.0	1.0	0.978	12	82	271	84	271	-2	0	0.833
terminal_375	CLEAN	359	EXTRACTABLE	69	270	202	1.0	1.0	0.978	9	81	270	83	270	-2	0	0.875
terminal_376	CLEAN	358	EXTRACTABLE	70	271	202	1.0	1.0	0.978	9	82	271	84	271	-2	0	0.875
terminal_377	CLEAN	344	EXTRACTABLE	65	258	194	1.0	1.0	0.945	15	83	258	85	258	-2	0	0.875
terminal_378	CLEAN	352	EXTRACTABLE	62	256	195	1.0	1.0	0.934	16	81	256	83	256	-2	0	0.875
terminal_379	CLEAN	342	EXTRACTABLE	64	257	194	1.0	1.0	0.945	15	82	257	84	257	-2	0	0.875
terminal_380	CLEAN	341	EXTRACTABLE	64	257	194	1.0	1.0	0.951	15	82	257	84	257	-2	0	0.833
terminal_381	CLEAN	339	EXTRACTABLE	64	257	194	1.0	1.0	0.945	15	82	257	84	257	-2	0	0.875
terminal_382	CLEAN	292	EXTRACTABLE	15	206	192	1.0	1.0	0.951	13	31	206	33	206	-2	0	0.875
terminal_383	OTHER_SUBSTITUTE	343	EXTRACTABLE	64	262	199	1.0	1.0	0.945	14	81	256	83	256	-2	0	0.875
terminal_384	CLEAN	339	EXTRACTABLE	63	256	194	1.0	1.0	0.929	15	81	256	83	256	-2	0	0.958
terminal_385	CLEAN	343	EXTRACTABLE	62	263	202	1.0	1.0	0.945	16	81	256	83	256	-2	0	0.875
terminal_386	CLEAN	349	EXTRACTABLE	61	261	201	1.0	1.0	0.956	17	81	259	83	259	-2	0	0.875
terminal_387	CLEAN	348	EXTRACTABLE	69	262	194	1.0	1.0	0.94	12	84	259	86	259	-2	0	0.875
terminal_388	CLEAN	343	EXTRACTABLE	63	264	202	1.0	1.0	0.951	15	81	256	83	256	-2	0	0.833
terminal_389	CLEAN	286	EXTRACTABLE	66	265	200	1.0	1.0	0.94	12	81	256	83	256	-2	0	0.875
terminal_390	CLEAN	352	EXTRACTABLE	65	258	194	1.0	1.0	0.945	13	81	256	83	256	-2	0	0.875
terminal_391	CLEAN	346	EXTRACTABLE	63	263	201	1.0	1.0	0.945	15	81	256	83	256	-2	0	0.875
terminal_392	CLEAN	347	EXTRACTABLE	66	265	200	1.0	1.0	0.945	12	81	256	83	256	-2	0	0.875
terminal_393	CLEAN	418	EXTRACTABLE	143	341	199	1.0	1.0	0.94	12	158	333	160	333	-2	0	0.875
terminal_394	CLEAN	343	EXTRACTABLE	58	261	204	1.0	1.0	0.951	14	76	252	77	252	-1	0	0.875
terminal_395	CLEAN	344	EXTRACTABLE	64	265	202	1.0	1.0	0.929	13	81	256	83	256	-2	0	0.958
terminal_396	CLEAN	341	EXTRACTABLE	62	264	203	1.0	1.0	0.945	14	80	255	82	255	-2	0	0.875
terminal_397	CLEAN	346	EXTRACTABLE	66	257	192	1.0	0.667	0.934	15	84	257	86	259	-2	-2	0.875
terminal_398	CLEAN	468	EXTRACTABLE	62	265	204	1.0	1.0	0.945	16	81	258	82	258	-1	0	0.88
terminal_399	CLEAN	348	EXTRACTABLE	63	263	201	1.0	1.0	0.956	15	81	261	83	261	-2	0	0.833
terminal_400	CLEAN	345	EXTRACTABLE	66	260	195	1.0	1.0	0.951	15	84	260	86	260	-2	0	0.917
terminal_401	CLEAN	342	EXTRACTABLE	67	258	192	1.0	1.0	0.929	12	82	258	84	258	-2	0	0.958
terminal_402	CLEAN	353	EXTRACTABLE	63	266	204	1.0	1.0	0.945	15	82	257	83	257	-1	0	0.875
terminal_403	CLEAN	353	EXTRACTABLE	64	266	203	1.0	1.0	0.945	14	82	257	83	257	-1	0	0.875
terminal_404	CLEAN	355	EXTRACTABLE	77	276	200	1.0	1.0	0.951	12	93	268	94	268	-1	0	0.875
terminal_405	CLEAN	278	EXTRACTABLE	55	263	209	1.0	1.0	0.912	23	81	256	83	256	-2	0	0.958
terminal_406	CLEAN	347	EXTRACTABLE	54	263	210	1.0	1.0	0.945	24	81	256	83	256	-2	0	0.875
terminal_407	CLEAN	338	EXTRACTABLE	60	264	205	1.0	1.0	0.945	18	81	256	83	256	-2	0	0.875
terminal_408	CLEAN	338	EXTRACTABLE	66	265	200	1.0	1.0	0.945	12	81	256	83	256	-2	0	0.875
terminal_409	CLEAN	351	EXTRACTABLE	70	268	199	1.0	1.0	0.956	9	82	260	83	260	-1	0	0.875
terminal_410	CLEAN	344	EXTRACTABLE	59	263	205	1.0	1.0	0.956	22	84	260	86	260	-2	0	0.875
terminal_411	CLEAN	342	EXTRACTABLE	61	258	198	1.0	1.0	0.951	17	81	256	83	256	-2	0	0.833
terminal_412	CLEAN	341	EXTRACTABLE	62	262	201	1.0	1.0	0.934	17	83	258	84	258	-1	0	0.917
terminal_413	CLEAN	370	EXTRACTABLE	78	283	206	1.0	1.0	0.934	19	100	277	100	277	0	0	0.958
terminal_414	CLEAN	347	EXTRACTABLE	65	267	203	1.0	1.0	0.962	13	81	260	83	260	-2	0	0.833
terminal_415	CLEAN	348	EXTRACTABLE	71	261	191	1.0	1.0	0.94	12	86	261	88	261	-2	0	0.875
terminal_416	CLEAN	347	EXTRACTABLE	68	263	196	1.0	1.0	0.94	15	86	261	86	261	0	0	0.917
terminal_417	CLEAN	362	EXTRACTABLE	77	273	197	1.0	1.0	0.945	12	92	267	94	267	-2	0	0.875
terminal_418	CLEAN	354	EXTRACTABLE	79	266	188	1.0	0.667	0.929	11	93	266	93	305	0	-39	0.857
terminal_419	CLEAN	346	EXTRACTABLE	69	266	198	1.0	1.0	0.929	12	84	259	86	259	-2	0	0.958
terminal_420	CLEAN	316	EXTRACTABLE	31	230	200	1.0	1.0	0.951	11	45	225	46	225	-1	0	0.958
terminal_421	CLEAN	331	EXTRACTABLE	30	256	227	1.0	1.0	0.907	19	52	248	53	248	-1	0	0.958
terminal_422	CLEAN	339	EXTRACTABLE	26	248	223	1.0	1.0	0.907	20	52	248	53	248	-1	0	0.958
terminal_423	CLEAN	339	EXTRACTABLE	30	255	226	1.0	1.0	0.929	19	52	248	53	248	-1	0	0.875
terminal_424	OTHER_SUBSTITUTE	344	EXTRACTABLE	23	256	234	1.0	1.0	0.929	23	52	248	53	248	-1	0	0.958
terminal_425	CLEAN	321	EXTRACTABLE	34	239	206	1.0	1.0	0.945	15	52	230	53	230	-1	0	0.917
terminal_426	CLEAN	431	EXTRACTABLE	104	339	236	1.0	1.0	0.934	15	122	330	123	330	-1	0	0.88
terminal_427	CLEAN	353	EXTRACTABLE	64	265	202	1.0	1.0	0.929	14	81	257	82	257	-1	0	0.958
terminal_428	CLEAN	331	EXTRACTABLE	43	245	203	1.0	1.0	0.929	15	61	237	62	237	-1	0	0.958
terminal_429	CLEAN	337	EXTRACTABLE	43	239	197	1.0	1.0	0.929	15	61	237	62	237	-1	0	0.958
terminal_430	CLEAN	328	EXTRACTABLE	51	246	196	1.0	1.0	0.923	9	62	238	63	238	-1	0	0.958
terminal_431	OTHER_SUBSTITUTE	327	EXTRACTABLE	47	245	199	1.0	1.0	0.929	12	62	238	63	238	-1	0	0.958
terminal_432	CLEAN	335	EXTRACTABLE	44	239	196	1.0	1.0	0.929	14	61	237	62	237	-1	0	0.875
terminal_433	CLEAN	328	EXTRACTABLE	46	245	200	1.0	1.0	0.94	12	61	237	62	237	-1	0	0.958
terminal_434	CLEAN	335	EXTRACTABLE	45	245	201	1.0	1.0	0.923	13	61	237	62	237	-1	0	0.958
terminal_435	CLEAN	331	EXTRACTABLE	45	245	201	1.0	1.0	0.934	13	61	237	62	237	-1	0	0.875
terminal_436	CLEAN	326	EXTRACTABLE	44	244	201	1.0	1.0	0.94	13	60	236	61	236	-1	0	0.875
terminal_437	CLEAN	332	EXTRACTABLE	44	244	201	1.0	1.0	0.923	13	60	236	61	236	-1	0	0.958
terminal_438	OTHER_SUBSTITUTE	174	N_TRUNCATED	2	49	48	0.0	1.0	0.214	0	2	40	12	163			0.0
terminal_439	CLEAN	332	EXTRACTABLE	46	246	201	1.0	1.0	0.912	12	61	237	62	237	-1	0	0.958
terminal_440	CLEAN	328	EXTRACTABLE	43	235	193	1.0	0.667	0.907	15	61	235	62	237	-1	-2	0.958
terminal_441	CLEAN	328	EXTRACTABLE	43	240	198	1.0	1.0	0.907	15	61	237	62	237	-1	0	0.958
terminal_442	CLEAN	328	EXTRACTABLE	46	246	201	1.0	1.0	0.918	12	61	237	62	237	-1	0	0.958
terminal_443	CLEAN	332	EXTRACTABLE	46	245	200	1.0	1.0	0.923	12	61	237	62	237	-1	0	0.958
terminal_444	CLEAN	332	EXTRACTABLE	46	243	198	1.0	1.0	0.929	12	61	237	62	237	-1	0	0.958
terminal_445	CLEAN	304	EXTRACTABLE	25	224	200	1.0	1.0	0.934	15	43	219	44	219	-1	0	0.917
terminal_446	CLEAN	306	EXTRACTABLE	29	227	199	1.0	1.0	0.923	11	43	219	44	219	-1	0	0.958
terminal_447	CLEAN	346	EXTRACTABLE	55	245	191	1.0	1.0	0.923	11	69	245	70	245	-1	0	1.0
terminal_448	CLEAN	307	EXTRACTABLE	28	226	199	1.0	1.0	0.94	13	44	219	45	219	-1	0	0.917
terminal_449	CLEAN	306	EXTRACTABLE	25	226	202	1.0	1.0	0.918	15	43	218	44	218	-1	0	0.958
terminal_450	OTHER_SUBSTITUTE	313	EXTRACTABLE	27	226	200	1.0	1.0	0.918	13	43	219	44	219	-1	0	1.0
