source_id	evidence_tier	region_id	region_name	rt0_rt7_scope	evidence_class	all_classes_present	boundary_kinds	n_supporting_quotes	assignment_ids	n_times_named_in_text	zero_is_licensed_by_control	unit	frame	stratum	denominator
zimmerly2001	TIER1	rt1_spelling	RT1 (modern spelling)	RT1_RT7	NAMED_UNCLASSIFIED	NONE	NONE	0	NONE	1	n/a - the region is named here	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1	6 sources x 32 region names = 192 cells
zimmerly2001	TIER1	rt2_spelling	RT2 (modern spelling)	RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	YES	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1	6 sources x 32 region names = 192 cells
zimmerly2001	TIER1	rt3_spelling	RT3 (modern spelling)	RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	YES	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1	6 sources x 32 region names = 192 cells
zimmerly2001	TIER1	rt4_spelling	RT4 (modern spelling)	RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	YES	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1	6 sources x 32 region names = 192 cells
zimmerly2001	TIER1	rt5_spelling	RT5 (modern spelling)	RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	YES	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1	6 sources x 32 region names = 192 cells
zimmerly2001	TIER1	rt6_spelling	RT6 (modern spelling)	RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	YES	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1	6 sources x 32 region names = 192 cells
zimmerly2001	TIER1	rt7_spelling	RT7 (modern spelling)	RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	YES	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1	6 sources x 32 region names = 192 cells
simon2008	TIER1	domain_0	domain/subdomain 0	RT0_SEPARATE	EXPLICIT_STATED_BOUNDARY	EXPLICIT_STATED_BOUNDARY	SCOPE_RULE	1	S02	3	n/a - the region is named here	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1	6 sources x 32 region names = 192 cells
simon2008	TIER1	domain_1	domain/subdomain 1	RT1_RT7	ALIGNMENT_BLOCK	TERMINOLOGY_ONLY|ALIGNMENT_BLOCK	NONE	4	S01|S04|S05|S07	13	n/a - the region is named here	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1	6 sources x 32 region names = 192 cells
simon2008	TIER1	domain_2	domain/subdomain 2	RT1_RT7	ALIGNMENT_BLOCK	TERMINOLOGY_ONLY|ALIGNMENT_BLOCK	NONE	4	S01|S04|S05|S07	9	n/a - the region is named here	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1	6 sources x 32 region names = 192 cells
simon2008	TIER1	domain_3	domain/subdomain 3	RT1_RT7	ALIGNMENT_BLOCK	TERMINOLOGY_ONLY|ALIGNMENT_BLOCK	NONE	3	S01|S04|S07	9	n/a - the region is named here	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1	6 sources x 32 region names = 192 cells
simon2008	TIER1	domain_4	domain/subdomain 4	RT1_RT7	ALIGNMENT_BLOCK	TERMINOLOGY_ONLY|ALIGNMENT_BLOCK	NONE	3	S01|S04|S07	7	n/a - the region is named here	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1	6 sources x 32 region names = 192 cells
simon2008	TIER1	domain_5	domain/subdomain 5	RT1_RT7	ALIGNMENT_BLOCK	TERMINOLOGY_ONLY|ALIGNMENT_BLOCK	NONE	3	S01|S04|S07	9	n/a - the region is named here	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1	6 sources x 32 region names = 192 cells
simon2008	TIER1	domain_6	domain/subdomain 6	RT1_RT7	ALIGNMENT_BLOCK	TERMINOLOGY_ONLY|ALIGNMENT_BLOCK	NONE	3	S01|S04|S07	6	n/a - the region is named here	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1	6 sources x 32 region names = 192 cells
simon2008	TIER1	domain_7	domain/subdomain 7	RT1_RT7	ALIGNMENT_BLOCK	TERMINOLOGY_ONLY|ALIGNMENT_BLOCK	NONE	4	S01|S04|S05|S07	7	n/a - the region is named here	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1	6 sources x 32 region names = 192 cells
simon2008	TIER1	rt_domain_whole	RT domain (whole)	CONTAINER	NAMED_UNCLASSIFIED	NONE	NONE	0	NONE	3	n/a - the region is named here	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1	6 sources x 32 region names = 192 cells
simon2008	TIER1	domain_2a	domain/subdomain 2a	OUTSIDE_RT1_RT7	EXPLICIT_STATED_BOUNDARY	EXPLICIT_STATED_BOUNDARY	SCOPE_RULE	1	S02	1	n/a - the region is named here	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1	6 sources x 32 region names = 192 cells
simon2008	TIER1	domain_X	domain X	OUTSIDE_RT1_RT7	TERMINOLOGY_ONLY	TERMINOLOGY_ONLY	NONE	1	S03	4	n/a - the region is named here	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1	6 sources x 32 region names = 192 cells
simon2008	TIER1	spacer_4_5	4/5 spacer	OUTSIDE_RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1	6 sources x 32 region names = 192 cells
simon2008	TIER1	spacer_7_X	7/X spacer	OUTSIDE_RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1	6 sources x 32 region names = 192 cells
simon2008	TIER1	motif_A	motif A	PREDECESSOR_PARTITION	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1	6 sources x 32 region names = 192 cells
simon2008	TIER1	motif_B	motif B	PREDECESSOR_PARTITION	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1	6 sources x 32 region names = 192 cells
simon2008	TIER1	motif_C	motif C	PREDECESSOR_PARTITION	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1	6 sources x 32 region names = 192 cells
simon2008	TIER1	motif_D	motif D	PREDECESSOR_PARTITION	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1	6 sources x 32 region names = 192 cells
simon2008	TIER1	motif_E	motif E	PREDECESSOR_PARTITION	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1	6 sources x 32 region names = 192 cells
simon2008	TIER1	motif_F	motif F	PREDECESSOR_PARTITION	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1	6 sources x 32 region names = 192 cells
simon2008	TIER1	regions_a_e	regions a-e	PREDECESSOR_PARTITION	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1	6 sources x 32 region names = 192 cells
simon2008	TIER1	struct_palm	palm	STRUCTURAL_NOT_SEQUENCE	TERMINOLOGY_ONLY	TERMINOLOGY_ONLY	NONE	1	S01	1	n/a - the region is named here	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1	6 sources x 32 region names = 192 cells
simon2008	TIER1	struct_fingers	fingers	STRUCTURAL_NOT_SEQUENCE	TERMINOLOGY_ONLY	TERMINOLOGY_ONLY	NONE	1	S01	1	n/a - the region is named here	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1	6 sources x 32 region names = 192 cells
simon2008	TIER1	struct_thumb	thumb	STRUCTURAL_NOT_SEQUENCE	TERMINOLOGY_ONLY	TERMINOLOGY_ONLY	NONE	1	S03	1	n/a - the region is named here	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1	6 sources x 32 region names = 192 cells
simon2008	TIER1	motif_YXDD	Y/FxDD catalytic motif	LANDMARK	MOTIF_EVIDENCE	MOTIF_EVIDENCE	NONE	1	S06	1	n/a - the region is named here	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1	6 sources x 32 region names = 192 cells
simon2008	TIER1	rt0_spelling	RT0 (modern spelling)	RT0_SEPARATE	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	YES	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1	6 sources x 32 region names = 192 cells
simon2008	TIER1	rt1_spelling	RT1 (modern spelling)	RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	YES	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1	6 sources x 32 region names = 192 cells
simon2008	TIER1	rt2_spelling	RT2 (modern spelling)	RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	YES	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1	6 sources x 32 region names = 192 cells
simon2008	TIER1	rt3_spelling	RT3 (modern spelling)	RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	YES	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1	6 sources x 32 region names = 192 cells
simon2008	TIER1	rt4_spelling	RT4 (modern spelling)	RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	YES	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1	6 sources x 32 region names = 192 cells
simon2008	TIER1	rt5_spelling	RT5 (modern spelling)	RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	YES	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1	6 sources x 32 region names = 192 cells
simon2008	TIER1	rt6_spelling	RT6 (modern spelling)	RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	YES	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1	6 sources x 32 region names = 192 cells
simon2008	TIER1	rt7_spelling	RT7 (modern spelling)	RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	YES	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1	6 sources x 32 region names = 192 cells
align000044	TIER1_PRIMARY_ALIGNMENT	domain_0	domain/subdomain 0	RT0_SEPARATE	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_PRIMARY_ALIGNMENT	6 sources x 32 region names = 192 cells
align000044	TIER1_PRIMARY_ALIGNMENT	domain_1	domain/subdomain 1	RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_PRIMARY_ALIGNMENT	6 sources x 32 region names = 192 cells
align000044	TIER1_PRIMARY_ALIGNMENT	domain_2	domain/subdomain 2	RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_PRIMARY_ALIGNMENT	6 sources x 32 region names = 192 cells
align000044	TIER1_PRIMARY_ALIGNMENT	domain_3	domain/subdomain 3	RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_PRIMARY_ALIGNMENT	6 sources x 32 region names = 192 cells
align000044	TIER1_PRIMARY_ALIGNMENT	domain_4	domain/subdomain 4	RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_PRIMARY_ALIGNMENT	6 sources x 32 region names = 192 cells
align000044	TIER1_PRIMARY_ALIGNMENT	domain_5	domain/subdomain 5	RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_PRIMARY_ALIGNMENT	6 sources x 32 region names = 192 cells
align000044	TIER1_PRIMARY_ALIGNMENT	domain_6	domain/subdomain 6	RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_PRIMARY_ALIGNMENT	6 sources x 32 region names = 192 cells
align000044	TIER1_PRIMARY_ALIGNMENT	domain_7	domain/subdomain 7	RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_PRIMARY_ALIGNMENT	6 sources x 32 region names = 192 cells
align000044	TIER1_PRIMARY_ALIGNMENT	rt_domain_whole	RT domain (whole)	CONTAINER	EXPLICIT_STATED_BOUNDARY	ALIGNMENT_BLOCK|EXPLICIT_STATED_BOUNDARY	RESIDUE_COORDINATE	2	A01|A02	1	n/a - the region is named here	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_PRIMARY_ALIGNMENT	6 sources x 32 region names = 192 cells
align000044	TIER1_PRIMARY_ALIGNMENT	domain_2a	domain/subdomain 2a	OUTSIDE_RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_PRIMARY_ALIGNMENT	6 sources x 32 region names = 192 cells
align000044	TIER1_PRIMARY_ALIGNMENT	domain_X	domain X	OUTSIDE_RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_PRIMARY_ALIGNMENT	6 sources x 32 region names = 192 cells
align000044	TIER1_PRIMARY_ALIGNMENT	spacer_4_5	4/5 spacer	OUTSIDE_RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_PRIMARY_ALIGNMENT	6 sources x 32 region names = 192 cells
align000044	TIER1_PRIMARY_ALIGNMENT	spacer_7_X	7/X spacer	OUTSIDE_RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_PRIMARY_ALIGNMENT	6 sources x 32 region names = 192 cells
align000044	TIER1_PRIMARY_ALIGNMENT	motif_A	motif A	PREDECESSOR_PARTITION	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_PRIMARY_ALIGNMENT	6 sources x 32 region names = 192 cells
align000044	TIER1_PRIMARY_ALIGNMENT	motif_B	motif B	PREDECESSOR_PARTITION	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_PRIMARY_ALIGNMENT	6 sources x 32 region names = 192 cells
align000044	TIER1_PRIMARY_ALIGNMENT	motif_C	motif C	PREDECESSOR_PARTITION	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_PRIMARY_ALIGNMENT	6 sources x 32 region names = 192 cells
align000044	TIER1_PRIMARY_ALIGNMENT	motif_D	motif D	PREDECESSOR_PARTITION	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_PRIMARY_ALIGNMENT	6 sources x 32 region names = 192 cells
align000044	TIER1_PRIMARY_ALIGNMENT	motif_E	motif E	PREDECESSOR_PARTITION	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_PRIMARY_ALIGNMENT	6 sources x 32 region names = 192 cells
align000044	TIER1_PRIMARY_ALIGNMENT	motif_F	motif F	PREDECESSOR_PARTITION	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_PRIMARY_ALIGNMENT	6 sources x 32 region names = 192 cells
align000044	TIER1_PRIMARY_ALIGNMENT	regions_a_e	regions a-e	PREDECESSOR_PARTITION	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_PRIMARY_ALIGNMENT	6 sources x 32 region names = 192 cells
align000044	TIER1_PRIMARY_ALIGNMENT	struct_palm	palm	STRUCTURAL_NOT_SEQUENCE	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_PRIMARY_ALIGNMENT	6 sources x 32 region names = 192 cells
align000044	TIER1_PRIMARY_ALIGNMENT	struct_fingers	fingers	STRUCTURAL_NOT_SEQUENCE	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_PRIMARY_ALIGNMENT	6 sources x 32 region names = 192 cells
align000044	TIER1_PRIMARY_ALIGNMENT	struct_thumb	thumb	STRUCTURAL_NOT_SEQUENCE	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_PRIMARY_ALIGNMENT	6 sources x 32 region names = 192 cells
align000044	TIER1_PRIMARY_ALIGNMENT	motif_YXDD	Y/FxDD catalytic motif	LANDMARK	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_PRIMARY_ALIGNMENT	6 sources x 32 region names = 192 cells
align000044	TIER1_PRIMARY_ALIGNMENT	rt0_spelling	RT0 (modern spelling)	RT0_SEPARATE	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	YES	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_PRIMARY_ALIGNMENT	6 sources x 32 region names = 192 cells
align000044	TIER1_PRIMARY_ALIGNMENT	rt1_spelling	RT1 (modern spelling)	RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	YES	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_PRIMARY_ALIGNMENT	6 sources x 32 region names = 192 cells
align000044	TIER1_PRIMARY_ALIGNMENT	rt2_spelling	RT2 (modern spelling)	RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	YES	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_PRIMARY_ALIGNMENT	6 sources x 32 region names = 192 cells
align000044	TIER1_PRIMARY_ALIGNMENT	rt3_spelling	RT3 (modern spelling)	RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	YES	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_PRIMARY_ALIGNMENT	6 sources x 32 region names = 192 cells
align000044	TIER1_PRIMARY_ALIGNMENT	rt4_spelling	RT4 (modern spelling)	RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	YES	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_PRIMARY_ALIGNMENT	6 sources x 32 region names = 192 cells
align000044	TIER1_PRIMARY_ALIGNMENT	rt5_spelling	RT5 (modern spelling)	RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	YES	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_PRIMARY_ALIGNMENT	6 sources x 32 region names = 192 cells
align000044	TIER1_PRIMARY_ALIGNMENT	rt6_spelling	RT6 (modern spelling)	RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	YES	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_PRIMARY_ALIGNMENT	6 sources x 32 region names = 192 cells
align000044	TIER1_PRIMARY_ALIGNMENT	rt7_spelling	RT7 (modern spelling)	RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	YES	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_PRIMARY_ALIGNMENT	6 sources x 32 region names = 192 cells
blocker2005	TIER1_STRUCTURAL	domain_0	domain/subdomain 0	RT0_SEPARATE	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_STRUCTURAL	6 sources x 32 region names = 192 cells
blocker2005	TIER1_STRUCTURAL	domain_1	domain/subdomain 1	RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_STRUCTURAL	6 sources x 32 region names = 192 cells
blocker2005	TIER1_STRUCTURAL	domain_2	domain/subdomain 2	RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_STRUCTURAL	6 sources x 32 region names = 192 cells
blocker2005	TIER1_STRUCTURAL	domain_3	domain/subdomain 3	RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_STRUCTURAL	6 sources x 32 region names = 192 cells
blocker2005	TIER1_STRUCTURAL	domain_4	domain/subdomain 4	RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_STRUCTURAL	6 sources x 32 region names = 192 cells
blocker2005	TIER1_STRUCTURAL	domain_5	domain/subdomain 5	RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_STRUCTURAL	6 sources x 32 region names = 192 cells
blocker2005	TIER1_STRUCTURAL	domain_6	domain/subdomain 6	RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_STRUCTURAL	6 sources x 32 region names = 192 cells
blocker2005	TIER1_STRUCTURAL	domain_7	domain/subdomain 7	RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_STRUCTURAL	6 sources x 32 region names = 192 cells
blocker2005	TIER1_STRUCTURAL	rt_domain_whole	RT domain (whole)	CONTAINER	NAMED_UNCLASSIFIED	NONE	NONE	0	NONE	13	n/a - the region is named here	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_STRUCTURAL	6 sources x 32 region names = 192 cells
blocker2005	TIER1_STRUCTURAL	domain_2a	domain/subdomain 2a	OUTSIDE_RT1_RT7	TERMINOLOGY_ONLY	TERMINOLOGY_ONLY	NONE	1	B03	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_STRUCTURAL	6 sources x 32 region names = 192 cells
blocker2005	TIER1_STRUCTURAL	domain_X	domain X	OUTSIDE_RT1_RT7	NAMED_UNCLASSIFIED	NONE	NONE	0	NONE	31	n/a - the region is named here	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_STRUCTURAL	6 sources x 32 region names = 192 cells
blocker2005	TIER1_STRUCTURAL	spacer_4_5	4/5 spacer	OUTSIDE_RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_STRUCTURAL	6 sources x 32 region names = 192 cells
blocker2005	TIER1_STRUCTURAL	spacer_7_X	7/X spacer	OUTSIDE_RT1_RT7	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_STRUCTURAL	6 sources x 32 region names = 192 cells
blocker2005	TIER1_STRUCTURAL	motif_A	motif A	PREDECESSOR_PARTITION	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_STRUCTURAL	6 sources x 32 region names = 192 cells
