gid	member_id	rt_class	locus_key	rt_seq_hash	rt90	source_file	byte_offset	byte_len	rt_start	rt_end	rt_strand
PM_RVT-CRISPR_5	m13	RVT-CRISPR	CP009506.1:2337490-2338704:-	a50b2d838777f2ac440fa7f1b74b88f09bc0b93b6573a0c8494be5e5f5f60784	a50b2d838777f2ac440fa7f1b74b88f09bc0b93b6573a0c8494be5e5f5f60784	master_RVT-CRISPR_merged_oriented.jsonl	605646	33159	2337490	2338704	-
PM_RVT-CRISPR_5	m14	RVT-CRISPR	MDTP02000037.1:13052-14215:-	25352cad9b15ab99f89ffb57c3525a63dadadb53061480ca86fb4575089b3f10	25352cad9b15ab99f89ffb57c3525a63dadadb53061480ca86fb4575089b3f10	master_RVT-CRISPR_merged_oriented.jsonl	94234261	27896	13052	14215	-
PM_RVT-CRISPR_5	m15	RVT-CRISPR	CP009505.1:3719863-3721179:-	8f0afd9dc3840ace56b2aaca67b14dbb3deea8b51b2ef062258bf50ee20f9f8c	8f0afd9dc3840ace56b2aaca67b14dbb3deea8b51b2ef062258bf50ee20f9f8c	master_RVT-CRISPR_merged_oriented.jsonl	511014	35202	3719863	3721179	-
PM_RVT-CRISPR_6	m00	RVT-CRISPR	JAXGYZ010000016.1:46746-47585:-	dcfe349d0703c5e47ef3275bea3e33e3c9d97a010a574e84baf01588d8f93764	dcfe349d0703c5e47ef3275bea3e33e3c9d97a010a574e84baf01588d8f93764	master_RVT-CRISPR_merged_oriented.jsonl	47373354	30694	46746	47585	-
PM_RVT-CRISPR_6	m01	RVT-CRISPR	3300013125.a:Ga0172369_10001318:25843-26682:+	a14f32e5c5f4257edd7d2306e2e16cc57f6dbba79ee8f627307523cb51639c8d	a14f32e5c5f4257edd7d2306e2e16cc57f6dbba79ee8f627307523cb51639c8d	master_RVT-CRISPR_merged_oriented.jsonl	212320051	32753	25843	26682	+
PM_RVT-CRISPR_6	m02	RVT-CRISPR	JAFGEY010000305.1:4878-5795:-	3aa7ed69f991adf0914a9088acba25a1c633b4982af7fafc4e8dbfe5caf608fb	3aa7ed69f991adf0914a9088acba25a1c633b4982af7fafc4e8dbfe5caf608fb	master_RVT-CRISPR_merged_oriented.jsonl	193205097	24534	4878	5795	-
PM_RVT-CRISPR_6	m03	RVT-CRISPR	JAQVCY010000240.1:1544-2434:-	0932a307050376b74bc3a45edc3a4df710dca928f1887907780989337630ff9b	0932a307050376b74bc3a45edc3a4df710dca928f1887907780989337630ff9b	master_RVT-CRISPR_merged_oriented.jsonl	74809812	13686	1544	2434	-
PM_RVT-CRISPR_6	m04	RVT-CRISPR	3300025638.a:Ga0208198_1000654:31985-32815:+	24ccf4d7958dd621ee2e3973d702263c1ec37465aff62697cf590e5d099784be	24ccf4d7958dd621ee2e3973d702263c1ec37465aff62697cf590e5d099784be	master_RVT-CRISPR_merged_oriented.jsonl	210354293	24811	31985	32815	+
PM_RVT-CRISPR_6	m05	RVT-CRISPR	DAOTXN010000147.1:42486-43346:+	f96b6849df5040498cbcb06a6931a522e221e8736a9e8f64e2b56f5fac3fe71b	f96b6849df5040498cbcb06a6931a522e221e8736a9e8f64e2b56f5fac3fe71b	master_RVT-CRISPR_merged_oriented.jsonl	64387358	21836	42486	43346	+
PM_RVT-CRISPR_6	m06	RVT-CRISPR	CAYYTK010000045.1:5031-5876:-	4331a77072b7bef56fe005493bea281daa05f0ade99890ce14e2a645ab7325c2	4331a77072b7bef56fe005493bea281daa05f0ade99890ce14e2a645ab7325c2	master_RVT-CRISPR_merged_oriented.jsonl	122149779	24177	5031	5876	-
PM_RVT-CRISPR_6	m07	RVT-CRISPR	JAKPOI010000329.1:39006-39854:+	6f84f14018150840bb39e860ca2fa38c7112a95ac732c6c1ca1e3fdf5030866e	6f84f14018150840bb39e860ca2fa38c7112a95ac732c6c1ca1e3fdf5030866e	master_RVT-CRISPR_merged_oriented.jsonl	188763844	26671	39006	39854	+
PM_RVT-CRISPR_6	m08	RVT-CRISPR	JBBIOY010000285.1:1599-2447:-	03aa4ed069ea3aac3eee5ce2f8085397b25c1f42d1522b48b3d1739e2d0be070	03aa4ed069ea3aac3eee5ce2f8085397b25c1f42d1522b48b3d1739e2d0be070	master_RVT-CRISPR_merged_oriented.jsonl	49808259	11409	1599	2447	-
PM_RVT-CRISPR_6	m09	RVT-CRISPR	CAZKEF010000030.1:12947-13789:-	ad84e0ba23f1db498236c8a28efe4a902371b9607a3ba4729671d6b5ca0b4051	ad84e0ba23f1db498236c8a28efe4a902371b9607a3ba4729671d6b5ca0b4051	master_RVT-CRISPR_merged_oriented.jsonl	122355064	30123	12947	13789	-
PM_RVT-CRISPR_6	m10	RVT-CRISPR	JAFGFI010000468.1:14175-15017:+	dbdacb8decfe263d6cc13205414607397e49a515a0c87c016eeab807bb345d28	dbdacb8decfe263d6cc13205414607397e49a515a0c87c016eeab807bb345d28	master_RVT-CRISPR_merged_oriented.jsonl	74533492	31503	14175	15017	+
PM_RVT-CRISPR_6	m11	RVT-CRISPR	JAFGFB010000105.1:8555-9385:+	8fd249b6a827a67b8745c8a5da3212f7d8cf2b8d7592b1b89b0856f4969d51bc	8fd249b6a827a67b8745c8a5da3212f7d8cf2b8d7592b1b89b0856f4969d51bc	master_RVT-CRISPR_merged_oriented.jsonl	69523014	21473	8555	9385	+
PM_RVT-CRISPR_7	m00	RVT-CRISPR	NRRQ01000061.1:4488-5339:+	9f093d4d1a32921b50b0cab1f34bb440e5addd3d5b3108e6704d237647db1967	9f093d4d1a32921b50b0cab1f34bb440e5addd3d5b3108e6704d237647db1967	master_RVT-CRISPR_merged_oriented.jsonl	40234043	10578	4488	5339	+
PM_RVT-CRISPR_7	m01	RVT-CRISPR	3300013123.a:Ga0172368_10004281:2644-3492:-	48b33e7d55285db68b1ba63ea4ec21e4a461ca503264b8e9b3aab9f7d31f52e5	48b33e7d55285db68b1ba63ea4ec21e4a461ca503264b8e9b3aab9f7d31f52e5	master_RVT-CRISPR_merged_oriented.jsonl	212260239	22888	2644	3492	-
PM_RVT-CRISPR_7	m02	RVT-CRISPR	JANQGF010000022.1:2010-2858:+	e6349578e6908a6bb3da61e50b43c741123fc6e8f7afcc638f652ab6c758976a	e6349578e6908a6bb3da61e50b43c741123fc6e8f7afcc638f652ab6c758976a	master_RVT-CRISPR_merged_oriented.jsonl	34629535	17806	2010	2858	+
PM_RVT-CRISPR_7	m03	RVT-CRISPR	CAYVUE010000076.1:4047-4895:+	fce62d15bf6376c2fceebc169271874bfb42af1121c5222068ac7d1b4fe6516a	fce62d15bf6376c2fceebc169271874bfb42af1121c5222068ac7d1b4fe6516a	master_RVT-CRISPR_merged_oriented.jsonl	120845938	14845	4047	4895	+
PM_RVT-CRISPR_7	m04	RVT-CRISPR	CAIVXW010000358.1:3178-4026:+	f461f92eaed73d909567facea9a2e25e15f819c00ae30e5e4cc9b82931122218	f461f92eaed73d909567facea9a2e25e15f819c00ae30e5e4cc9b82931122218	master_RVT-CRISPR_merged_oriented.jsonl	55536520	9212	3178	4026	+
PM_RVT-CRISPR_7	m05	RVT-CRISPR	NRRY01000033.1:17356-18204:+	cfd8164acecc93dc1531ccd3e64384e2a728fb53899b7c2a1213d07b9a3728fe	cfd8164acecc93dc1531ccd3e64384e2a728fb53899b7c2a1213d07b9a3728fe	master_RVT-CRISPR_merged_oriented.jsonl	31339639	33339	17356	18204	+
PM_RVT-CRISPR_8	m00	RVT-CRISPR	DASRCS010000194.1:2828-4258:-	c55c86b74c836c4a7a5ac0f3c5eda78b9d533abbb6b8c2dac125076f15ad333f	c55c86b74c836c4a7a5ac0f3c5eda78b9d533abbb6b8c2dac125076f15ad333f	master_RVT-CRISPR_merged_oriented.jsonl	65479396	13593	2828	4258	-
PM_RVT-CRISPR_8	m01	RVT-CRISPR	JACQZQ010000062.1:373-1800:-	4c9be83f69d4195e9a3429740c6905c372ae0172bb13dfd7f6d2e9edd1f1ed7a	4c9be83f69d4195e9a3429740c6905c372ae0172bb13dfd7f6d2e9edd1f1ed7a	master_RVT-CRISPR_merged_oriented.jsonl	75783918	18587	373	1800	-
PM_RVT-CRISPR_8	m02	RVT-CRISPR	JACOSD010000405.1:3077-4522:-	252890c879d878c86fb34043a3df4709c9a7794d91ad00f4572ee9ff6eb3e359	252890c879d878c86fb34043a3df4709c9a7794d91ad00f4572ee9ff6eb3e359	master_RVT-CRISPR_merged_oriented.jsonl	74510781	22710	3077	4522	-
PM_RVT-CRISPR_8	m03	RVT-CRISPR	JAEUQN010000250.1:3007-4377:-	66793c20eed5b731c225060d0533ff83c2b1186eb4acf150bf2ab14d8f468a96	66793c20eed5b731c225060d0533ff83c2b1186eb4acf150bf2ab14d8f468a96	master_RVT-CRISPR_merged_oriented.jsonl	79176863	13704	3007	4377	-
PM_RVT-CRISPR_8	m04	RVT-CRISPR	JAEUQO010000285.1:44851-46281:+	fc26e77eb7f20744fe37d1e99e3c0367d5c5503a06b18d88a187f62f5e02217d	fc26e77eb7f20744fe37d1e99e3c0367d5c5503a06b18d88a187f62f5e02217d	master_RVT-CRISPR_merged_oriented.jsonl	56534009	25463	44851	46281	+
PM_RVT-CRISPR_8	m05	RVT-CRISPR	JAXLQP010000010.1:54384-55799:+	2b576578873090b56a4413b9d37143f732f458386e7a7bce2665756d413d3cfa	2b576578873090b56a4413b9d37143f732f458386e7a7bce2665756d413d3cfa	master_RVT-CRISPR_merged_oriented.jsonl	194612197	29418	54384	55799	+
PM_RVT-CRISPR_8	m06	RVT-CRISPR	CP065005.1:5615539-5616954:+	e057170fc670ecaa433bef185c1ccca8b7af267694882b20d4a34a9708d62a05	00959f71c7528cc2b47784e55c4b4bea3cf97c75e9842de673c55af02a225280	master_RVT-CRISPR_merged_oriented.jsonl	61211516	28400	5615539	5616954	+
PM_RVT-CRISPR_8	m07	RVT-CRISPR	JANRKX010000089.1:47549-48946:+	3222cda7aff1ac6677a310c4417b6b5d5ec0012793222ac5436aa054bce6541b	3222cda7aff1ac6677a310c4417b6b5d5ec0012793222ac5436aa054bce6541b	master_RVT-CRISPR_merged_oriented.jsonl	60318646	23835	47549	48946	+
PM_RVT-CRISPR_8	m08	RVT-CRISPR	JAYSTY010000308.1:3422-4777:+	5bc90e79f5365746dc5b3fe74da6fe14fe8328a43776dbe2b0b0e2f23f8d59f8	5bc90e79f5365746dc5b3fe74da6fe14fe8328a43776dbe2b0b0e2f23f8d59f8	master_RVT-CRISPR_merged_oriented.jsonl	194504672	12437	3422	4777	+
PM_RVT-CRISPR_8	m09	RVT-CRISPR	CAZHXL010000108.1:1592-3010:-	085db522bc81d03f5c4a71219d16db38094205f8db525827a6aaff60848b80e6	085db522bc81d03f5c4a71219d16db38094205f8db525827a6aaff60848b80e6	master_RVT-CRISPR_merged_oriented.jsonl	112210585	21641	1592	3010	-
PM_RVT-CRISPR_8	m10	RVT-CRISPR	CAZLYK010000194.1:3333-4619:-	25f38712a0da781b2ce5acac5b755c5190a22f806ac2fea0497174f4b6e0c60a	25f38712a0da781b2ce5acac5b755c5190a22f806ac2fea0497174f4b6e0c60a	master_RVT-CRISPR_merged_oriented.jsonl	125294834	14506	3333	4619	-
PM_RVT-CRISPR_8	m11	RVT-CRISPR	CAZXHW010000541.1:2328-3749:+	03664cd38e7ead1c7cf680ec4dd06102dffdff3e8e696a8c78c33fa7e60cf041	03664cd38e7ead1c7cf680ec4dd06102dffdff3e8e696a8c78c33fa7e60cf041	master_RVT-CRISPR_merged_oriented.jsonl	139314137	12227	2328	3749	+
PM_RVT-CRISPR-like_1	m00	RVT-CRISPR-like	CAIZML010000739.1:89-688:-	73292994a4a5b0cae67c196c4d317bd524f20fa7de3961a4189d1e58f5f0d15f	73292994a4a5b0cae67c196c4d317bd524f20fa7de3961a4189d1e58f5f0d15f	master_RVT-CRISPR-like_merged_oriented.jsonl	108038106	6388	89	688	-
PM_RVT-CRISPR-like_1	m01	RVT-CRISPR-like	JBGSMY010000342.1:11075-11740:-	cb28e073a318884384886fdcd323cf8837d2439a56beb98908a75635047f670e	cb28e073a318884384886fdcd323cf8837d2439a56beb98908a75635047f670e	master_RVT-CRISPR-like_merged_oriented.jsonl	127689824	33700	11075	11740	-
PM_RVT-CRISPR-like_1	m02	RVT-CRISPR-like	JAXGXG010000002.1:183260-183799:+	3184bb903ef24de64d9f2314e9430ff02219dc87b75e4a82bab587240bb1128b	3184bb903ef24de64d9f2314e9430ff02219dc87b75e4a82bab587240bb1128b	master_RVT-CRISPR-like_merged_oriented.jsonl	3425217	35877	183260	183799	+
PM_RVT-CRISPR-like_1	m03	RVT-CRISPR-like	JAPOLP010000024.1:4856-5545:+	804fdc1850cbc07ad88ff988c96fc6f1ab74112c02ba7e515b52ca3df741d85f	804fdc1850cbc07ad88ff988c96fc6f1ab74112c02ba7e515b52ca3df741d85f	master_RVT-CRISPR-like_merged_oriented.jsonl	32727831	23803	4856	5545	+
PM_RVT-CRISPR-like_1	m04	RVT-CRISPR-like	CANJTE010000040.1:3351-3935:+	a9d98b2dca42a2a1fdc1124df296d9e0b86f03acd05f0610df8f2d57f4e708d8	a9d98b2dca42a2a1fdc1124df296d9e0b86f03acd05f0610df8f2d57f4e708d8	master_RVT-CRISPR-like_merged_oriented.jsonl	114602484	8501	3351	3935	+
PM_RVT-CRISPR-like_1	m05	RVT-CRISPR-like	JBKQNN010000248.1:2927-3646:+	bd1eb31795be94abae9b940357bff9eafd7ea34903b3aafb62c6d9e187408ddc	bd1eb31795be94abae9b940357bff9eafd7ea34903b3aafb62c6d9e187408ddc	master_RVT-CRISPR-like_merged_oriented.jsonl	127773381	6693	2927	3646	+
PM_RVT-CRISPR-like_1	m06	RVT-CRISPR-like	MGYG000499370_6:27132-27707:-	1d1119985758fc03a69942347db48c6bbe28acefc0af43dd4fd37188f0186e73	1d1119985758fc03a69942347db48c6bbe28acefc0af43dd4fd37188f0186e73	master_RVT-CRISPR-like_merged_oriented.jsonl	44704838	31749	27132	27707	-
PM_RVT-CRISPR-like_1	m07	RVT-CRISPR-like	MGYG000498388_11:80841-81389:+	e3687d4e4715f6426ef7afc54200868befae3c80a1f1d6c8fc556038f1e9c82b	e3687d4e4715f6426ef7afc54200868befae3c80a1f1d6c8fc556038f1e9c82b	master_RVT-CRISPR-like_merged_oriented.jsonl	44514173	33089	80841	81389	+
PM_RVT-CRISPR-like_1	m08	RVT-CRISPR-like	MGYG000498388_14:192995-193624:-	c341782cfdda8068d508859e95e1d83ffc2f8c0437d343735a2237256bd60370	c341782cfdda8068d508859e95e1d83ffc2f8c0437d343735a2237256bd60370	master_RVT-CRISPR-like_merged_oriented.jsonl	44582169	30907	192995	193624	-
PM_RVT-CRISPR-like_1	m09	RVT-CRISPR-like	PNOL01000101.1:3787-4458:+	3843222b0a02b7f2fd690bb61f6bfebd88458d62479acf7b0cbe2f1fa47ebd5b	3843222b0a02b7f2fd690bb61f6bfebd88458d62479acf7b0cbe2f1fa47ebd5b	master_RVT-CRISPR-like_merged_oriented.jsonl	114012350	8618	3787	4458	+
PM_RVT-CRISPR-like_1	m10	RVT-CRISPR-like	JANOIX010001669.1:3937-4587:+	eafa48adf04abe50d123297e05c596e333bff121cfcd48c483c97effe0121ff9	eafa48adf04abe50d123297e05c596e333bff121cfcd48c483c97effe0121ff9	master_RVT-CRISPR-like_merged_oriented.jsonl	97693015	8416	3937	4587	+
PM_RVT-CRISPR-like_1	m11	RVT-CRISPR-like	JANOIX010000723.1:3750-4295:-	560bbd6ba7af037e8514d2d15f34123f30c0538711dfdf45918a289c41ee66c2	560bbd6ba7af037e8514d2d15f34123f30c0538711dfdf45918a289c41ee66c2	master_RVT-CRISPR-like_merged_oriented.jsonl	97701432	11950	3750	4295	-
PM_RVT-CRISPR-like_2	m00	RVT-CRISPR-like	DAWWDT010000069.1:12890-14221:-	5651b25d68cfbdd628c26290e6a44494bd24f62bdf68beddc00bf07579d389de	08db9b2b53e10927f0633c90952e928c01dbd26019e14ccd895dc386455c016d	master_RVT-CRISPR-like_merged_oriented.jsonl	72789883	31672	12890	14221	-
PM_RVT-CRISPR-like_2	m01	RVT-CRISPR-like	CP187453.1:3164887-3166221:-	5753f89bf7005b70e29d3662c4ef0fa17b6f66d2614297110c135457af6028c5	18c9d12c5192047db6239472d2ee9c7d01f4dc650b18970c1efaf8b7ea0ea991	master_RVT-CRISPR-like_merged_oriented.jsonl	47856334	35659	3164887	3166221	-
PM_RVT-CRISPR-like_2	m02	RVT-CRISPR-like	JBGVSB010000002.1:1227574-1228908:-	3986c770003f3d5ea0efc9f72c2134b89ef54950547526c10c7c72de3f46d49f	03e250a37d8f6a7400fe6cc0e46c8c38a89994d4bb1263f8402c82c63d73fa1a	master_RVT-CRISPR-like_merged_oriented.jsonl	133158834	33792	1227574	1228908	-
PM_RVT-CRISPR-like_2	m03	RVT-CRISPR-like	JBSXPP010000032.1:10864-12198:-	7c75e9a03bac81b4dd2942a10537657ba852ccb326c407c024041f9e19f95ca5	7c75e9a03bac81b4dd2942a10537657ba852ccb326c407c024041f9e19f95ca5	master_RVT-CRISPR-like_merged_oriented.jsonl	97925092	32693	10864	12198	-
PM_RVT-CRISPR-like_2	m04	RVT-CRISPR-like	JBITCD010000001.1:921877-923211:-	3ccca7986dcce48316e045af8b2cea6ae005b30edc711c2323182437d679a7b4	3ccca7986dcce48316e045af8b2cea6ae005b30edc711c2323182437d679a7b4	master_RVT-CRISPR-like_merged_oriented.jsonl	97546489	29202	921877	923211	-
PM_RVT-CRISPR-like_2	m05	RVT-CRISPR-like	JAJNPT010000268.1:10660-12033:-	95acac2a27ec87f137e5a391e339dce89ae10d80ae0e2ab840c309e12f8b1161	c8df1cd6ab455886f5a6453c347e5e02fd79af54a74e405292f6ad8386b7f869	master_RVT-CRISPR-like_merged_oriented.jsonl	24775023	23323	10660	12033	-
PM_RVT-CRISPR-like_2	m06	RVT-CRISPR-like	CAIZLV010000483.1:1958-3295:+	dc78c5191a7d74035f205f1c1d869111135ebfbe1939229cb90b33f236459945	36f6df53904d2dac7e1024b1b6e2a4daae791be54002530abfdddebf92396879	master_RVT-CRISPR-like_merged_oriented.jsonl	106088804	6682	1958	3295	+
PM_RVT-CRISPR-like_2	m07	RVT-CRISPR-like	NVQF01000090.1:9111-10442:+	00c70dd8ae7f8f1bfe202b5757d3d18482963d5b0be156decc21e046fb5d7650	00c70dd8ae7f8f1bfe202b5757d3d18482963d5b0be156decc21e046fb5d7650	master_RVT-CRISPR-like_merged_oriented.jsonl	16891769	30014	9111	10442	+
PM_RVT-CRISPR-like_2	m08	RVT-CRISPR-like	CAWFMX010000026.1:277045-278397:+	6b4484db4f86236f0620c8facd7eab9577546212eb4000883db86cd8778ab6d0	749546a8280caa6e87f36580229faf28bcd1c8b1b8d89c08e7d869a01c1a98fc	master_RVT-CRISPR-like_merged_oriented.jsonl	131713862	33780	277045	278397	+
PM_RVT-CRISPR-like_2	m09	RVT-CRISPR-like	CAWIIR010000010.1:227432-228778:-	9aa19cf3dbd3b89acbef1cbcfc9f360a987bda3e4268a024c9d1f05565e08ba9	2a57f62fad1fdda1be24de32fdf9677fee4f094bd54eb41ba284c3d2b2d773f2	master_RVT-CRISPR-like_merged_oriented.jsonl	131747643	31466	227432	228778	-
PM_RVT-CRISPR-like_2	m10	RVT-CRISPR-like	DAIRST010000131.1:6927-8264:+	9b2d845cd998a6909e881221507efa8947ae62c1699b24e2169afb279f42d4f5	9b2d845cd998a6909e881221507efa8947ae62c1699b24e2169afb279f42d4f5	master_RVT-CRISPR-like_merged_oriented.jsonl	24139836	12936	6927	8264	+
PM_RVT-CRISPR-like_2	m11	RVT-CRISPR-like	JYNL01000008.1:103055-104383:+	17218f26b3a5d0d528460551643f0442f5824c644384cfc88ed143eac1dbd02a	17218f26b3a5d0d528460551643f0442f5824c644384cfc88ed143eac1dbd02a	master_RVT-CRISPR-like_merged_oriented.jsonl	83823413	30857	103055	104383	+
PM_RVT-CRISPR-like_2	m12	RVT-CRISPR-like	JBGAME010000009.1:75372-76712:+	59bc5224e8569856c562dafff3424df88ecdab4f6a629cd8f38c9ba1f074f4ab	59bc5224e8569856c562dafff3424df88ecdab4f6a629cd8f38c9ba1f074f4ab	master_RVT-CRISPR-like_merged_oriented.jsonl	103583466	33470	75372	76712	+
PM_RVT-CRISPR-like_2	m13	RVT-CRISPR-like	JAHZJP010000021.1:17907-19238:+	345486e86e867464f4a7ca931f0c6b51367e6ffeb56593260c2972bfc35d9838	ca64b6e5bea8303d54b1742457fb2cc62db5cd7b118696b4cfaa025dacdb321c	master_RVT-CRISPR-like_merged_oriented.jsonl	30933561	24831	17907	19238	+
PM_RVT-CRISPR-like_2	m14	RVT-CRISPR-like	JBFARC010000001.1:1114170-1115504:+	822f1cffb010c103a0c91e97feb0aeb7d0ed06a94d3d5f068d85a5655886d229	214b6271694055efbaf834a75bd42fcf0f2a94cf60e3eea623091f430a4cd9a1	master_RVT-CRISPR-like_merged_oriented.jsonl	97105513	33491	1114170	1115504	+
PM_RVT-CRISPR-like_2	m15	RVT-CRISPR-like	JAUPLT010000190.1:4407-5738:+	2d1f2376317c97520f83c3e1ae512fc9dea2a026659aa4258e42c69682711eaf	2d1f2376317c97520f83c3e1ae512fc9dea2a026659aa4258e42c69682711eaf	master_RVT-CRISPR-like_merged_oriented.jsonl	129511175	11488	4407	5738	+
PM_RVT-CRISPR-like_2	m16	RVT-CRISPR-like	LQIT01000004.1:159573-160907:+	ebf7bb50aed88539cebc1a051dd24d83e6675b29780cf22912ce3bd41d4e75a9	f02effafe6bae2347a012bdcd43978133c8181f50db9470b8a4c948095e557e3	master_RVT-CRISPR-like_merged_oriented.jsonl	4054706	18048	159573	160907	+
PM_RVT-CRISPR-like_2	m17	RVT-CRISPR-like	CAZJNX010000068.1:10414-11769:+	27fa0cadd202c42a509bb0948555a4d54d0d2a413405c6b37c8fbfb267e9679a	27fa0cadd202c42a509bb0948555a4d54d0d2a413405c6b37c8fbfb267e9679a	master_RVT-CRISPR-like_merged_oriented.jsonl	86248710	31608	10414	11769	+
PM_RVT-CRISPR-like_2	m18	RVT-CRISPR-like	CAVQEF010000004.1:612611-613942:-	c09bbff8ec32d96a0e675b76a9909157f627139eb2bf3dfe4f4898ae0e7c0e05	c09bbff8ec32d96a0e675b76a9909157f627139eb2bf3dfe4f4898ae0e7c0e05	master_RVT-CRISPR-like_merged_oriented.jsonl	131405145	39629	612611	613942	-
PM_RVT-CRISPR-like_2	m19	RVT-CRISPR-like	CAZLTV010000019.1:9913-11247:+	f819c722c544f538b365abeaa726e6a5bea6575ebfdb64084bfc43673c92b50a	f819c722c544f538b365abeaa726e6a5bea6575ebfdb64084bfc43673c92b50a	master_RVT-CRISPR-like_merged_oriented.jsonl	85689156	30345	9913	11247	+
PM_RVT-CRISPR-like_3	m00	RVT-CRISPR-like	CAVVBM010000068.1:132598-134043:+	f968f7e48a60887186ec07c39d1842fc8494429bd7a1b1f1470c4a48b3ee853d	f968f7e48a60887186ec07c39d1842fc8494429bd7a1b1f1470c4a48b3ee853d	master_RVT-CRISPR-like_merged_oriented.jsonl	123535363	37704	132598	134043	+
PM_RVT-CRISPR-like_3	m01	RVT-CRISPR-like	3300025939.a:Ga0207665_10001757:11205-12671:+	0cad7877e5dacb3a0e615e692f5c136a61164eb231ad9959a6ed12a6f170b00c	0cad7877e5dacb3a0e615e692f5c136a61164eb231ad9959a6ed12a6f170b00c	master_RVT-CRISPR-like_merged_oriented.jsonl	134534425	22569	11205	12671	+
PM_RVT-CRISPR-like_3	m02	RVT-CRISPR-like	MGYG000506916_104:107808-109238:+	f174ec19a4213e4c76c76fb21d214ff60806581ff04682d8206df6c2c018f7da	f174ec19a4213e4c76c76fb21d214ff60806581ff04682d8206df6c2c018f7da	master_RVT-CRISPR-like_merged_oriented.jsonl	42699879	31772	107808	109238	+
PM_RVT-CRISPR-like_3	m03	RVT-CRISPR-like	DATGIV010000267.1:3-968:-	ae27a48bc90a7d07f10913ea2c04a4b066a247bdb089856f49abe8d6b746f779	ae27a48bc90a7d07f10913ea2c04a4b066a247bdb089856f49abe8d6b746f779	master_RVT-CRISPR-like_merged_oriented.jsonl	130546991	12922	3	968	-
PM_RVT-CRISPR-like_3	m04	RVT-CRISPR-like	JACQRQ010000282.1:3351-4286:+	bc21be89a2e406689126e1b3c4c822445df0cd0b24f63ca991544c97f117d6c0	bc21be89a2e406689126e1b3c4c822445df0cd0b24f63ca991544c97f117d6c0	master_RVT-CRISPR-like_merged_oriented.jsonl	30675762	8261	3351	4286	+
PM_RVT-CRISPR-like_3	m05	RVT-CRISPR-like	DATHMH010000038.1:35687-37111:-	a6c3b8bcab8fc9dc4eb00fdc37a7dfe8aa857e06ba79ac88aaa7a195ab6095b3	a6c3b8bcab8fc9dc4eb00fdc37a7dfe8aa857e06ba79ac88aaa7a195ab6095b3	master_RVT-CRISPR-like_merged_oriented.jsonl	35539312	32384	35687	37111	-
PM_RVT-CRISPR-like_3	m06	RVT-CRISPR-like	CAZFRV010000291.1:2-1210:-	093823b7eb7fb818268a1f18f90e4f1ebe0dfa0cf580ad533873a354ac3f06c7	093823b7eb7fb818268a1f18f90e4f1ebe0dfa0cf580ad533873a354ac3f06c7	master_RVT-CRISPR-like_merged_oriented.jsonl	108183676	11357	2	1210	-
PM_RVT-CRISPR-like_3	m07	RVT-CRISPR-like	DASREY010000084.1:6695-8119:+	f2634e47ba9a4fb9be0f7d1ba6cc4a1cc5707f5eed12bc49828c551a27c7eb3c	f2634e47ba9a4fb9be0f7d1ba6cc4a1cc5707f5eed12bc49828c551a27c7eb3c	master_RVT-CRISPR-like_merged_oriented.jsonl	32363122	27142	6695	8119	+
PM_RVT-CRISPR-like_4	m00	RVT-CRISPR-like	CAYOTM010000019.1:4911-6131:-	a37cd1d79cdf4da5df4bcb79b779a5834a6e2f24d7fcc8f271d0b0b8432796e1	a37cd1d79cdf4da5df4bcb79b779a5834a6e2f24d7fcc8f271d0b0b8432796e1	master_RVT-CRISPR-like_merged_oriented.jsonl	84290291	19881	4911	6131	-
PM_RVT-CRISPR-like_4	m01	RVT-CRISPR-like	CAZYNT010000003.1:4103-5323:+	fdfc48e21718daec7a9c636b589223814a20fd24ad834d879dd6c3eb714b292b	fdfc48e21718daec7a9c636b589223814a20fd24ad834d879dd6c3eb714b292b	master_RVT-CRISPR-like_merged_oriented.jsonl	84749600	23723	4103	5323	+
PM_RVT-CRISPR-like_4	m02	RVT-CRISPR-like	JBAZBP010000005.1:31042-32262:-	7ee0a661692fbd20872cd272e260e79a40b6a2f98e41f44000716fb52acb8a6b	7ee0a661692fbd20872cd272e260e79a40b6a2f98e41f44000716fb52acb8a6b	master_RVT-CRISPR-like_merged_oriented.jsonl	33745326	25232	31042	32262	-
PM_RVT-CRISPR-like_4	m03	RVT-CRISPR-like	CALKWQ010000023.1:298088-299296:+	c8bbf3236fd60bba702dd7034aaed9d2fca31ede341bd84cc695840466bcf3ba	c8bbf3236fd60bba702dd7034aaed9d2fca31ede341bd84cc695840466bcf3ba	master_RVT-CRISPR-like_merged_oriented.jsonl	33828140	32089	298088	299296	+
PM_RVT-CRISPR-like_4	m04	RVT-CRISPR-like	CAYPAS010000010.1:6680-7924:+	735067638250f090cb3839fa4a8834cd35276fd07f0dc6daadf593209b86e18d	735067638250f090cb3839fa4a8834cd35276fd07f0dc6daadf593209b86e18d	master_RVT-CRISPR-like_merged_oriented.jsonl	84310173	22667	6680	7924	+
