rt_seq_hash	n_distinct_ncrna	n_placements	n_loci	n_genomes	n_species	n_models	n_databases	median_abs_distance_bp	n_such_rts	unit	denominator
d0689e52038062b2788f68f2245925d9d5bf4cd4bd66143c2eaa3de10377c9e3	3	110	108	107	7	1	3	28.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
2ec6bc4411fb58958b9d2d2c060dbaad2ac2066f7a93158e638bf726b9461935	3	137	132	132	7	1	4	24.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
de02b27ff6abf94adbcabc499fb93ed80efa2412973ca79b6fdd2e61aa505951	3	128	127	126	6	1	3	175.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
8062a01c72f0c1a8ba463e8a3d7d7f965ea23788d51af2a27c249758b9a8362a	3	70	70	70	6	1	4	24.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
df4461396352b7c6a9d57915de1ce3e81c73aef8b14a5088ec7dd255da728e19	3	6	4	4	3	1	2	1086.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
ddf1b1806ac1b8795295728c1e07a5315b756b53d4477423f34329675864120a	3	10	10	10	2	1	2	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
862337637b3acde7113927f11c750055d4a1470b9e27e55a179c2ab3e8213379	3	14	12	12	4	1	3	53.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
262006c208621937c766ab8b5ba70ea3f0f8c5a952d835d7e4aa078facc3dcf1	3	22	19	19	1	1	3	1034.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
837b59f81068557f124ef57345f1fe0a01b7fea0abefd4ec0e3796b06af34c51	3	18	6	6	3	1	2	4816.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
66a75a7b758c7a561f6fc11174b9ce6d99d51a8b1072235efa3cce2a98258ee9	3	6	4	4	4	1	2	4989.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
24f4e1f8821c1e309d13b34e20d1e9ea60760b7b9f24606df30ccb0a0346bf04	3	28	26	26	7	1	2	25.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
54499eb2c27ab3f94c976e4d1d7b323c9fb81103ab219f35df91eb8e79148639	3	5	5	5	3	1	2	23.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
6611535febaa50d8484c647b27ba082e0903be21fc682caf7e20b37dfd9570f4	3	21	21	21	1	1	1	19.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
1ab39cdf8898b8fa001ce5f93b3fb033ad6bc1f48c6ad6e6e2e5aefc8d47cb14	3	10	10	9	6	1	2	2.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
9d6f9874c687599b80ef914ffd5c5c50131d33eb8ac030367b05c54af7e661c1	3	534	531	531	3	1	3	37.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
1bcdf8471f430f2e262e8bd83ff7d7b2128cfe84a92aee9c263130023db0c6b3	3	58	57	56	6	1	4	50.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
df0d6479ec0b2c998bbecb55cef9618983b1e8d420277f500bd9a4068e6b4df4	3	9	8	8	1	1	3	20.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
56e9e4780ecd433e8803cc163df7e0d2945b544015fdd6afac60d36ee0ecfc83	3	8	7	7	4	1	4	21.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
dd459c4f02e2d9d3a71f5c827a143ff30922234bee4696e2875b5b2bd6a7198e	3	18	15	15	13	1	3	21.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
807c8ff63ad2ad87c41f87f585f769b7eddabeb290f06f4c29fcfbd7fea7f109	3	96	96	96	4	1	3	42.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
669891ed38c0a306a3f1b11e5aa1e4c236eb7fa413f174224c1361ece23e28a4	3	11	9	9	1	1	3	1034.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
dfbeccc1d2c6078e53c09276eb2d7ccd79469733b8583b5aa8104cc50be7ac04	3	20	20	20	1	1	2	51.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
142cd864d2b31ddba562c5ac39bf1933e3eb0aab3af424dd3d357ddb52f75859	3	3	3	3	1	1	1	36.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
52f46565adf21726fc41771f53da60b77c657897af9989ba6adad5af210b203a	3	30	30	30	2	1	3	72.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
bfa60824e1e013551723b2caeb9c6c57616220fb41e84f683f2727c9e23cabcd	3	40	40	40	10	1	2	70.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
201166aeae46c41cfde103e7f62993667b59f61c3b1354a9cb3a9c64448cc7f7	3	41	28	28	4	1	2	182.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
1dc9f7ff213074d6b4c8fc62d2f6597f675f05996bf5356a08d15371005d0c05	3	7	5	5	1	1	2	35.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
5371c90af44cdcdefcdaba611b9d1699551bcdc7c6a8712709877e79b1d43332	3	3	3	3	2	1	2	25.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
64e29466c62829e33bc47dea325763be24f5462ec63d7ef74d7de03138827ad9	3	122	120	120	6	1	4	24.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
9be4731a2b8eff031afa9e2f96fd1da608abe81b05652684ae87ef9d4fc186a2	3	6	3	3	2	1	2	71.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
53870167915fe9f4567d6d180edcf866cc4c061cb83d88ac2d6b1b37ab58a12e	3	8	7	7	2	1	3	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
87286c4d7a09ad41531d8e3e824176a59bbf87f30027f9c3d63654588cb0f125	3	182	182	182	6	1	2	43.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
97cd8e8f9b45f12474103786bb4cd2531f4c027aca8c4c909197a6559eb38e55	3	14	12	12	6	1	4	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
65ea40615b43cf5200966bf61a1353e6036d3ee1639652a41ffe1f4ddc17cd98	3	712	710	710	1	1	3	955.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
da98e0a0678d881838c9f8eb5ed3a2436a14e1434d8b5a57ab06fdc3d4c518b2	3	18	17	17	2	1	3	20.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
d72245ebdb9faf371594e4325cf1af6c25d3fb7cee4997fc084f2399b559eeba	3	30	30	30	4	1	2	42.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
51237d7ec756c7542751fab3546e6e64ada9de86eb50ef5dd4d87a2637446c04	3	18	17	17	4	1	4	24.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
95fa23d182b89ee3563982f0dc4445d832c11a09f93f22c66c8d4c3dbfb6ae6e	3	22	12	12	2	1	2	163.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
643498b7f2123c47b3c5b84c9493d5b43f384c3b480fa39572f0b346a189f5e2	3	20	11	11	3	1	2	4880.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
64646fea297a2e2a9f09d5d035f976f2531fe39411e5bce9e645c82da0dd5acb	3	203	186	186	10	1	4	31.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
9f07c600a64a171656ad48c56f260588fd80c169b97b61120faa109211840e7f	3	7	7	7	3	1	1	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
2c0b7ec638c67207b86d6795842ffbb3504ce5ce0408b07b6e4fc0c3bb8cf2cd	3	16	16	16	4	1	2	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
515d76a3b9af9bb2dbb3055a17521603fc5f4706bbbe2888c02bf78d18f1b0d3	3	4	3	3	4	1	3	24.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
d9b6be2c121f82600d5523e367493ba35172eea185adbe2fe557e7409c630d0a	3	11	11	11	1	1	3	20.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
19c0c851a9e01896e67b7fe5712df76d858ea36e73ada6ff14c035533fbb528d	3	11	11	11	8	1	3	28.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
2b6a9295aacc13bca3def641cfe0e2a0eae411e1d534bea54983361c9767b74b	3	1123	1122	1122	3	1	2	1040.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
da6b33b99a31638d0c5ec20200b8cf3580af8bf835a7eb0f9946f0c8bf92add7	3	10	9	9	3	1	3	1034.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
7dfbcc2f1e803cac9fd62d46cd5a013c2031c30dfab947f2753256eae254967d	3	10	3	3	2	1	2	5273.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
2a4da68442edaabf37bca78245d283851370faed2f063d3e5301eecc1e7628da	3	28	27	27	2	1	2	26.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
29e84563a0a7aca29ad4a39b94f59de30177a3d7fbf32be51f5c2a9f3fdd6d9a	3	108	106	106	3	1	2	42.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
e4a5654472a37be044a08e57b3ed8769d98c0a5ede0cae4db64fd63209c08d19	3	9	6	6	4	1	3	21.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
648e99bab2b929ae8f558a9a331db16962467952cf5a4bc0d498d50dcc592d34	3	27	27	27	2	1	2	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
8769bbd20ab7b7c1840cfb0a842f6ea7bb2712a5dc9451c0055e8c0d7d206f28	3	14	8	8	5	1	2	160.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
97b8cca34f301b07f2aa4c3d2a59f41161e845c96dd2035311dd6e3b73a80018	3	35	24	24	4	1	2	39.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
129a09672a3116addff4360d0a5180f05d9f2331b8f4659f536c9a78c9bc3d11	3	19	11	11	6	1	3	25.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
e76ae86ff50896104917699cb0ea98296140fdc62dee85bdee2221af64575615	3	60	57	57	9	1	4	22.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
dba8c25490928131f18a0040ac65730602371c468632a6b42da500e96fe55417	3	92	89	81	3	1	2	6.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
b23c1af1c3974167e4ad02aaa65556783d512e998737bce69cd6c6be5a116d12	2	2	2	2	2	1	1	987.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
b585091963d0ef88eb53698d7fd717936081ad3f83425751870c698093b39f28	2	8	8	8	2	1	2	17.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
b5f1647b86bb80a7a24ff1112401f069e33146973998699d07f41ecee2eea621	2	4	4	4	1	1	2	914.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
abc068a412c0aba51f6648d15964934698aac3885e9f7f6a735f7cb824288b75	2	153	138	138	5	1	4	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
b129902e584d214a83ff1c01bb9c8e0688ec992812cf5c081f2dbeb0a4110bd6	2	4	4	4	1	1	2	33.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
ac51d6b09bc3c3a7955a28c1244dda1228b9ee87c3505efc4c683b1768c9dc99	2	5	5	5	2	1	2	925.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
b1d97eeacf95877a3cd7de9dd3f7cb9b0a68c07743e47cb671affec442029150	2	13	13	13	4	1	2	25.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
ac3dc835e9e248aa59070f1f702a8612d426cd99296ecde9e1668f5058f86110	2	60	60	60	2	1	4	42.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
b032fd05c4a8424694f0947ba989dd11f911d8e0437507a0d9dad20f18d89004	2	347	347	347	4	1	3	25.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
ac8e6d50d8d55f9044914adeb16709cd7f2fe8327cd1c74509fbbd79cdd52c5e	2	48	30	30	3	1	2	25.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
b4a23f2e2778dd42f7d5ec39a65551e4fc5260bd7286a1804f96207e4dcf8925	2	8	8	8	2	1	2	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
b3d7fc76a6b87ddb2e85caa50636111478958f19a24a984e65564b067c2efc7c	2	3	2	2	3	1	3	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
b1a39eda92e5d8e1674cffc27f94e1add02a33c31c92a290b0ef66ae135ebf28	2	2	2	2	2	1	2	30.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
af76d2ceaa0b837b6db0bf6ed89a1c1fa097db9fe41665e889e5788310d4ac0c	2	27	27	27	2	1	2	27.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
b431b29f1d53744f7d0050e1ba00a0ac2a20f1608a9d0575d0aee01b96f38458	2	4	4	4	1	1	2	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
b0811255b9546dc5154f65ec491c96f0577166ba1a756f83efd48490760126ea	2	40	40	40	1	1	3	1038.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
b114e1b1c3f86c37b6a9539ebdeb0ef058341df3f9c7ae49633a561141459ea1	2	3	3	3	2	1	2	19.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
b43ee9df3983b351ce3b7a46354e9a04bf9c8cee1404baf6709754c5f8f03a55	2	61	61	61	1	1	2	38.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
abb9df8e445752947a6604d24c7c83074c5ed6d8caee4d3830b9b0e630fdd6c3	2	2	1	1	1	1	1	612.5	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
b1262d06181da78013c5212fd2c1025261d106f5d39e17471d3a5b5b6240087d	2	685	681	680	3	1	3	50.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
ac91918ab23862dbd8b64261b406f0b5dc16bec700089f7f083174ba838e62db	2	127	127	127	2	1	3	6.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
b4f83ee8052d7e1f3d8580cfeb52f1baa3e18ae08ca1f5c9914bab24234948ff	2	9	9	9	2	1	2	141.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
b24ed67426412cf39888a6e447073635e430801a182ed1e2b92c2c2f7028a8ff	2	36	33	33	2	1	3	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
b3a1dc6a8d01f3b669bb339454e98dd8a44481e45561103b0cc0a18dfe658ee3	2	4	4	4	1	1	1	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
b53b5a4464330eb092c82fa769b1813524e44cc889fd6c6c5a1f52ff5afb0878	2	9	6	6	5	1	3	128.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
ae8838d098c4119ed4650171932026029e8e16fc42d3a671937a0d90b36a0de1	2	3	3	3	1	1	2	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
b553cab7fc8add59709aa081e5a7bb35fd6c66723f262ba1fd6e202eb6e2cf51	2	3	3	3	2	1	1	14.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
ad88d991769b4d88d095b18abc724fd31aa214d9add81d64e97ee9579f4486db	2	4	4	4	2	1	2	41.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
ad56ded5764385606974127596ad68ca4eefb7c4bc0c517661d62eb6d74cd963	2	2	2	2	2	1	1	55.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
b12d9a77ba906c79face103f088075f79a676fb9e314f7c1724d0d3a2808d795	2	11	7	7	4	1	3	27.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
a2b14e28c49b68691b7ced9b8ef042c0727af5ad9652c45081fe40bf8f08d9ca	2	7	7	7	2	1	2	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
aab968a169813f753293bba1df3b281319bf6c467c05e7236e2580185e2e3fca	2	6	6	6	1	1	2	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
9be7ef8e794a12c1a771d8180ba4a0f810d8349be9cf600e20f86e941462f81c	2	5	4	4	2	1	3	28.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
95ca3492931ac95067daaa82886cc9c43452961d4b8e333a35a9732f82c167c4	2	2	2	2	1	1	1	24.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
963d3921d337a10b77f3cfd2f91ddbb76ee609e950c27eda6a6addd3600bd2a3	2	6	3	3	2	1	3	223.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
966d80741cfdf2359136d5076e92ed177896f01ea1126d59ea2d82b73fdeab95	2	8	8	8	4	1	3	29.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
974a795b8dca41c8180f466e203157946fcbd51c24656965a7b428e1951a1542	2	3	3	3	2	1	1	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
98393601bc2270c10295154a651b88b0f24ce305986f071615d1cebf8345a32d	2	5	5	5	1	1	2	63.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
98636a0d92b7f67141dd070d5e436cf605193bbacf0ac636b97aba6d49a4f413	2	2	2	2	1	1	2	42.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
9889d4cc8b349ffd932c2cf881a91503d087d906df2b3d38a294b0b04889cd02	2	26	26	26	3	1	1	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
99b31ef5540dbfa3c1e8d289b21be934655ce95bec2b009cdbcac1d77123e5c3	2	10	10	10	2	1	2	1038.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
99b79fe2ce5c70f3d51cb18d45a9d490156151bfac7b8d6093e79e2a429c6288	2	9	9	9	1	1	1	12.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
99d1c8be404d55a5ad192c99e9eb1bf1227dd0fd2172af7e613756ca0c34c901	2	4	1	1	2	2	2	20.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
9a09e239a6a47d30b2a083690602f62fcc7143a4e810b42b78473c811c85eea2	2	10	10	10	2	1	1	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
9a1bafcb2c3175c758f846df2e345a5bfb5f2c342c1e815f8dda678a0764aef4	2	6	6	6	1	1	1	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
9a9455faafff84022931588e999dc6f0790c8df01aedb533aa69bab33c64f608	2	8	7	7	5	1	4	16.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
9ab650f776e02a117530210443d19c87347a245bc7a15533aa12a84144018009	2	3	3	3	1	1	2	27.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
9ac75cafaf74698cf1854c98cb15bfc15847c02beb0c739bdaa1d88a0bc97f80	2	4	4	4	3	1	2	164.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
9ac9039e412d57aa342dc6bcacca74ffad6e607018fa9973201f5dc6d48272f1	2	5	3	3	4	1	3	31.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
9b42d2410a84f008323f30269b1925fec7d69d1868a8219303b6d89a962a6a4d	2	4	2	2	2	1	2	649.5	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
9bb8d972749ac7c2b05b40702e8f6def54f12848a41010847041cef00fa01131	2	5	5	5	3	1	3	48.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
9bcf61e174a0a977b6abce19d5bfc85b8da2572dea1c20bb532774b6cbcc8c05	2	4	4	4	2	1	2	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
95bf112c0218ae8882a57cd97362871fa70420fe27a492f075202da980c591a9	2	3	3	3	2	1	2	107.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
95b2d382a22d4f2cfbd25eb2566741df28d9a02b5529b32cc90f5d6d486ee4fe	2	7	4	4	2	1	2	89.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
956b2c709ee13927ab1fb46f439a7d55ea984864799433bd5c0aead315efb2b3	2	63	58	58	7	1	4	24.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
911106ad26dc8947161f5f73932892761ef93b4cf9e25d34572887e1ce90dcb9	2	25	19	19	2	1	3	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
8f71d4fe55cfe96574e7c674349231596025bbeae330676456e7a82e286db3b2	2	15	9	9	4	1	2	9.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
8fa070ccff5b015292cb85303871afd6a7162922e1513feef8f70b7c78f4e2f5	2	575	575	575	1	1	3	17.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
8fb60fc10c80086c9afc096ff2f4a35d93d4e6eefef25d9c0765e9a6966588bc	2	15	15	15	1	1	2	143.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
8fdc3b24b633bcc00eff9368d73b1c6d4b69d2ec1b6c0fc5b9e00d9523225a52	2	2	1	1	1	1	1	621.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
8ff20bc8bcf29a78ef597e71c762542678c26d761466fad78c47bad9ab5bb7b7	2	24	22	22	4	1	3	23.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
900f5c8a396f02496d43ffa84906514d8c0e6c1a9923df8b4f0cc9055124bc32	2	2	2	2	2	1	1	21.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
90adbe046bca073a158fdc5560c9fee4c37c7be265759a6b2195f17ab961f31e	2	8	8	8	3	1	2	59.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
90cbb5d32013927091b6faa63c1cc4c2ce3e6e8830abe4169b93d9adc8ba550d	2	4	2	2	2	1	2	49.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
917aedc5404446ccaf9d3ef12b949eb0d923cef3d3d5d416f9ed6d33063ba4d6	2	8	4	4	2	1	2	640.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
9569422b90bd6cc98fa2330b094b2891e78a9fb92b3a071a750e40cc1db5a471	2	26	26	26	2	1	2	53.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
9233bf3d028bb9ee0f70175bbd4eaac02dec81bc37852d2094972fdfa43d2a26	2	11	11	10	2	1	2	19.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
929bd43f39fddff7236417669b8fce88d39087d0e82768c41ee965f633fa54f4	2	2	1	1	1	1	1	827.5	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
92a06c2cf1fbe13430fb744e9dcb8a50e0f302a7eac5986e7a189f869e81ef4a	2	34	34	34	2	1	3	37.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
92af99c3aa65c598f59f84d313b57256582ed0d7a7ceef2210cdf73abb8631ed	2	17	17	17	2	1	2	47.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
93cce083f850856a39b3553dc151d346a17ac05d9030dc4bc18d6dd4cde6299a	2	3	3	3	1	1	1	19.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
93d13cd98ee0af6e1af82d7e03e1cc0c4bb1c53dc3997593801338caf98dd929	2	2	2	2	1	1	1	2.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
93d820f4661853149aaec45bee51c551e03776f64cbced49a75f75ea4c683478	2	2	2	2	2	1	2	24.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
951cbef390a0d706c4e6f7af31267ab826db4cfeb478f72fb785ea31b9dbc630	2	19	10	10	2	1	2	4844.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
9bd474605e382d0baecfd6609f6d61dd7fb6c40f2dd8086eb5bd384f02b89797	2	10	10	10	2	1	1	2633.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
9cf4e66335699d4cf3840cc836367cc359549b63eb4fe31448a7b8183b48e147	2	7	4	4	2	1	2	49.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
a9f6709eb2c3f17abf273ddabca131557b6799d16ac7bdeaa22fb511c7717b35	2	9	9	9	2	1	2	54.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
9cff99e4f526fe015fe248c38a067df5ed4ac3c205799e5a04e372f9c029aa27	2	4	3	3	3	1	3	20.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
a6e56b0cc96a93d58683fd389230a823b3a161831827eb484b088d2c6a2046ca	2	2	2	2	1	1	1	27.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
a6e56d091bf77fae0635c88fe18917dd6758a4de8c0a71ab252c07f73b492079	2	4	3	3	4	1	3	31.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
a73e2557636a614bc2eb46d1e839154da5bf1897cd7ebcc036e24596bf44e146	2	5	5	5	5	1	3	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
a7d07364c079bb1a6a719ecd4579e5910b702e2c9ee1717738df31c46f941f45	2	3	3	3	2	1	2	14.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
a833039c2dbc1a1a632782343c9b50654345206f84d5110fe3780f270f7ddd38	2	3	2	2	3	1	3	25.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
a84f10d0e507f52312f54a86e02bf46300117d86b38ed11bfebd15a9fa4757f9	2	2	2	2	2	1	2	42.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
a87ccaf5aad9e1f70adcd83a0481b19c563e938eea6fc7022d9dea6c544f62d3	2	130	124	124	4	1	2	46.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
