asset_id	audit_scope	path	kind	sha256	bytes	mtime	producer	inputs	n_records	identity_group	identity_group_size	reuse_grade	reuse_decision	notes
V4:rt_mestre_discrepant_ids	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/rt0_rt7_domain_test/tables/mestre_discrepant_ids.tsv	table	cf3c05bb2edb06fbc8d94e1e0cf61e0867326299c221d80073d5eb3ebe22963f	18249	2026-08-16 17:01:06	s06_mestre_unit_reconciliation.py	-	498 rows	G0327	1	AMBER	prior table; re-derive before use	
V4:rt_mestre_faa_duplicates	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/rt0_rt7_domain_test/tables/mestre_faa_duplicates.tsv	table	24e0cbac0523c21fc7c7a79196acb818e0a98b2954bc54d0625277c8406229e5	214	2026-08-16 17:01:06	s06_mestre_unit_reconciliation.py	-	8 rows	G0329	1	AMBER	prior table; re-derive before use	
V4:rt_mestre_in_toro_frame_occupancy	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/rt0_rt7_domain_test/tables/mestre_in_toro_frame_occupancy.tsv	table	746aec947d5496692091807576b74c06937d18469a91ce971cc3910e995444f9	1279	2026-08-16 17:08:05	s09_mestre_in_toro_frame.py	-	29 rows	G0330	1	AMBER	prior table; re-derive before use	
V4:rt_mestre_retron_subsystem_counts	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/rt0_rt7_domain_test/tables/mestre_retron_subsystem_counts.tsv	table	4eb12260da3ef8ce10fe80069a89df890456cf06a7f7d3fd2468b61169d0e89e	250	2026-08-16 15:29:26	UNKNOWN	-	25 rows	G0341	1	AMBER	prior table; re-derive before use	
V4:rt_mestre_rt0_summary	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/rt0_rt7_domain_test/tables/mestre_rt0_summary.tsv	table	368432d04feb1075ef3c9c04bb81bfaa428aab21f01591148ec8b3b751a9b885	132	2026-08-16 17:08:05	s09_mestre_in_toro_frame.py	-	5 rows	G0343	1	AMBER	prior table; re-derive before use	
V4:rt_mestre_unit_reconciliation	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/rt0_rt7_domain_test/tables/mestre_unit_reconciliation.tsv	table	8df3aca41dd503002e897b8fac254329a823ab230362b14d1c0321675ee9f415	384	2026-08-16 17:01:06	s06_mestre_unit_reconciliation.py	-	16 rows	G0348	1	AMBER	prior table; re-derive before use	
V4:mestre_1926_proteins_faa	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/rt0_rt7_domain_test/cache/mestre_from_V3/mestre_1926_proteins.faa	fasta	bcce5246b6c66dd518f738040dd151caad806a6a0e2d9d0d13a273fc15573985	895550	2026-08-16 15:36:27	copy of V3 mestre_scope_audit/cache/mestre_1928_proteins.faa (PROVENANCE.md)	V3	1926 seqs	G0083	2	RED	as reference: contains the rescued substitutes; producer/params partial	1926 full-length proteins; header terminal_N|terminal_N|<accession with pipes>
V4:mestre_1926_vs_RT17CORE_sto	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/rt0_rt7_domain_test/cache/mestre_from_V3/mestre_1926_vs_RT17CORE.sto	alignment	aad8e71f915519a6e02fe38de8dc8e336da74a6869aa7428c18de012923af16e	15076882	2026-08-16 15:36:27	V3 (hmmalign to RT17_CORE HMM)	mestre_1926_proteins.faa	1926 seqs	G0082	2	RED	as reference: contains the rescued substitutes; producer/params partial	profile alignment, 2877 RF cols, no RT0 column; NOT a phylogenetic MSA
V4:mestre_from_V3_dir	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/rt0_rt7_domain_test/cache/mestre_from_V3	cache	dir:711923efc4cb4cf03dd413a1966819ed571f666583cca84519e796372ccd9f2e	15973850	2026-08-16 15:36:27	copy from V3 2026-08-16	-	4 files			RED	derived from the 1926 set incl. substitutes; frame/profile provenance partial	
V4:mestre_usable_index	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/rt0_rt7_domain_test/cache/mestre_usable_index.tsv	table	e563bb890c4fda0584ff273caa22fd4def518e474c9e57d9ebaeef2046a2b19e	63166	2026-08-16 17:01:06	s06_mestre_unit_reconciliation.py	Supp T1 csv + faa	1814 rows	G0349	1	AMBER	prior table; re-derive before use	1814 accessions with clade/subsystem/msr_msd; label source for s7i
V4:mestre1926_in_toro_frame_sto	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/rt0_rt7_domain_test/cache/frame/mestre1926_in_toro_frame.sto	alignment	607b4478351bf0d0f842b9a9132eec761fa977478e9a844420a3ce639e110c70	27090884	2026-08-16 17:06:39	UNKNOWN (hmmalign --mapali per s09 docstring; no script writes it)	toro742.hmm + toro_2014_Rt0-Rt7.FASTA + 1926 proteins	2668 seqs	G0322	1	RED	derived from the 1926 set incl. substitutes; frame/profile provenance partial	2668 rows = 742 Toro + 1926 Mestre; 4203 cols; HMM-profile projection, not an MSA for ML
V4:frame_dir	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/rt0_rt7_domain_test/cache/frame	cache	dir:8829603a362fb36e0298c27649f57faf8877156d51c4f0c1f0f4ad10e53dad03	27916998	2026-08-16 19:19:24	hmmbuild (HMMER 3.4) + hmmalign	MELISSA_DATA/supporting_material/toro_2014_Rt0-Rt7.FASTA	4 files			RED	derived from the 1926 set incl. substitutes; frame/profile provenance partial	
V4:nterm_dir	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/rt0_rt7_domain_test/cache/nterm	cache	dir:4f83088cb87257965c90cbcfeaea7ab5b6406ba6e5cf02e21ee413071cf7c6ed	694829	2026-08-16 22:07:17	scripts/s17_verify_trackD_extensions.py (mmseqs easy-cluster)	mestre_1926_proteins.faa	8 files			RED	derived from the 1926 set incl. substitutes; frame/profile provenance partial	N-terminal extensions of Mestre proteins
V4:sA_mestre_selfconsistency	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/stage0_positioning/scripts/sA_mestre_selfconsistency.py	script	b0aad4ecd3d674eb4874b907532ac9cd1e7a6f6620c65ed562f69117f9052cb5	22137	2026-08-06 18:28:11	-	published nwk + Supp T1	463 lines	G0456	1	REFERENCE	prior code: read for method, re-implement; never evidence	writes tables/mestre_selfconsistency.tsv
V4:sA_methods_table	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/stage0_positioning/scripts/sA_methods_table.py	script	53dce068b4abec9c5aef4e33aecb5679b4ce818ee687c74bdb2852c31370b79d	14496	2026-08-06 18:47:00	-	Mestre PDF text	255 lines			REFERENCE	prior code: read for method, re-implement; never evidence	writes tables/mestre_methods_parameters.tsv
V4:sA_rooting_and_denominators	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/stage0_positioning/scripts/sA_rooting_and_denominators.py	script	4b6070c3e73d43fcb7fe89b0b88bce802fde7b646ff83a9083afbb052f2e5cd9	14887	2026-08-06 18:45:40	-	published nwk + Supp T1	338 lines			REFERENCE	prior code: read for method, re-implement; never evidence	writes tables/mestre_rooting_sensitivity.tsv; establishes MRCA statements are ROOT-DEPENDENT
V4:s0_mestre_selfconsistency	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/stage0_positioning/tables/mestre_selfconsistency.tsv	table	44860be16c5d84da34025721b3e1b2c7416d18a833fe9bede2d04def540a3d4c	15428	2026-08-06 18:28:49	sA_mestre_selfconsistency.py	-	53 rows	G0344	1	AMBER	prior table; re-derive before use	
V4:s0_mestre_methods_parameters	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/stage0_positioning/tables/mestre_methods_parameters.tsv	table	71aae137c173547a51e3744fae6ba0604972903bf798923dc089005c7a827c31	9411	2026-08-06 18:47:13	sA_methods_table.py	-	47 rows	G0331	1	AMBER	prior table; re-derive before use	
V4:s0_mestre_rooting_sensitivity	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/stage0_positioning/tables/mestre_rooting_sensitivity.tsv	table	771a712172e8d28f7013d01777b326e4b625034429b2a1d744ce2d831dce6b25	6110	2026-08-06 18:46:13	sA_rooting_and_denominators.py	-	14 rows	G0342	1	AMBER	prior table; re-derive before use	
V4:mestre_ref_faa_s0	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/stage0_positioning/cache/refbuild/mestre_ref.faa	fasta	e32cd39c629420d7b19186b8276f59c69fe8305e6439984e7487da494d2f66cb	837825	2026-08-07 17:05:39	UNKNOWN (ad hoc; MEASUREMENTS.txt)	per-genome protein_aminoacid.fasta	1926 seqs	G0336	1	RED	V4 stage0 pilot (200-taxon subsample trees, trimmed alns) incl. substitutes; not a reference	1926 seqs identical to mestre_1926_proteins.faa (agent_v4 checked)
V4:mestre_ref_aln_s0	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/stage0_positioning/cache/refbuild/mestre_ref.aln	alignment	bffc609cdb6c29ce0ae99474122b867a3c2554f663946b4d170ea4c65a9e6e5a	12173140	2026-08-07 17:05:47	MAFFT --auto (7.62 s, borg) per MEASUREMENTS.txt; exact cmd not logged	mestre_ref.faa	1926 seqs	G0335	1	RED	as reference: contains the rescued substitutes; producer/params partial	1926 x 6202 full-length, untrimmed. ungapped == faa for all 1926
V4:ref_gappyout_aln	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/stage0_positioning/cache/refbuild/ref_gappyout.aln	alignment	21f4896e33a40ca329e772945b777a70b1c4d3c7bd8f9d155c31509b2d4cae1b	541745	2026-08-07 17:12:17	trimal -gappyout per MEASUREMENTS.txt	mestre_ref.aln	1925 seqs			RED	V4 stage0 pilot (200-taxon subsample trees, trimmed alns) incl. substitutes; not a reference	1925 x 262 (drops 1 seq)
V4:ref_automated1_aln	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/stage0_positioning/cache/refbuild/ref_automated1.aln	alignment	41778a2e805a3f51b192f8eb84dc2a4d3a25b6ce811d9d46735dffd23914de99	152895	2026-08-07 17:12:42	trimal -automated1	mestre_ref.aln	1925 seqs			RED	V4 stage0 pilot (200-taxon subsample trees, trimmed alns) incl. substitutes; not a reference	1925 x 63
V4:sub200_aln	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/stage0_positioning/cache/refbuild/sub200.aln	alignment	26c83f8236088e7d73aba966fb70416a029a218d1222c456121f3794e370e51b	55474	2026-08-07 17:12:42	UNKNOWN (200-tip subsample of gappyout)	ref_gappyout.aln	200 seqs			RED	V4 stage0 pilot (200-taxon subsample trees, trimmed alns) incl. substitutes; not a reference	200 x 262 smoke
V4:s200_treefile	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/stage0_positioning/cache/refbuild/s200.treefile	tree	7901a4f68e41a513a8f6e057d3a8496e05f8b7ed1940ec1689bcfdd81d77c46e	8232	2026-08-07 17:21:30	iqtree 3.1.3 (Command in s200.log)	sub200.aln	200 tips			RED	V4 stage0 pilot (200-taxon subsample trees, trimmed alns) incl. substitutes; not a reference	iqtree -m LG+F+R10 -bb 1000 -alrt 1000 -T 8; DID NOT FINISH (treefile is checkpoint intermediate)
V4:s200_log	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/stage0_positioning/cache/refbuild/s200.log	report	383ff3dda7f39599d8daec644ba650031f82cd69c10d4b886064e96909ccaee7	17246	2026-08-07 17:22:08	iqtree 3.1.3	sub200.aln	329 lines			RED	V4 stage0 pilot (200-taxon subsample trees, trimmed alns) incl. substitutes; not a reference	
V4:s200g4_treefile	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/stage0_positioning/cache/refbuild/s200g4.treefile	tree	60d6cc178915b643268fb5eb4733387eaf2b8bc9e9bb3920fc4550cf365a06e7	8232	2026-08-07 17:27:44	iqtree 3.1.3 (Command in s200g4.log)	sub200.aln	200 tips			RED	V4 stage0 pilot (200-taxon subsample trees, trimmed alns) incl. substitutes; not a reference	iqtree -m LG+F+G4 -T 8; finished
V4:s200g4_log	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/stage0_positioning/cache/refbuild/s200g4.log	report	3b00c9466d7564070208da75b51d9eea3ded28bf74682bf83430ee1995a1cc11	17514	2026-08-07 17:27:44	iqtree 3.1.3	sub200.aln	348 lines			RED	V4 stage0 pilot (200-taxon subsample trees, trimmed alns) incl. substitutes; not a reference	
V4:s200r10_treefile	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/stage0_positioning/cache/refbuild/s200r10.treefile	tree	eb499ff855c0aff67160a3dd058b217f9c8cbc2a139fb709b741e033f6c06222	8232	2026-08-07 17:33:29	iqtree 3.1.3 (Command in s200r10.log)	sub200.aln	200 tips			RED	V4 stage0 pilot (200-taxon subsample trees, trimmed alns) incl. substitutes; not a reference	iqtree -m LG+F+R10 -T 8; DID NOT FINISH
V4:s200r10_log	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/stage0_positioning/cache/refbuild/s200r10.log	report	11b4303b3afedd37b8b275732f87bfdcc0cc9c01ca3e4b583e42c4121c720a55	15999	2026-08-07 17:33:29	iqtree 3.1.3	sub200.aln	315 lines			RED	V4 stage0 pilot (200-taxon subsample trees, trimmed alns) incl. substitutes; not a reference	
V4:refbuild_MEASUREMENTS	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/stage0_positioning/cache/refbuild/MEASUREMENTS.txt	report	e9e624273a97b704ae663b3d5108225c5a59bdee23f452ad238f8a80a467b674	1179	2026-08-07 17:34:10	manual	-	19 lines			RED	V4 stage0 pilot (200-taxon subsample trees, trimmed alns) incl. substitutes; not a reference	
V4:refbuild_dir	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/stage0_positioning/cache/refbuild	cache	dir:ed2a6924c5816c8ef864e3ed6bacda442a791083dcd420d0685c5089b7c06484	15529497	2026-08-07 17:34:10	mixed	-	23 files			RED	V4 stage0 pilot (200-taxon subsample trees, trimmed alns) incl. substitutes; not a reference	
V4:MESTRE_ASSESSMENT	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/stage0_positioning/MESTRE_ASSESSMENT.md	report	03b11a99a6504142de87236bacc2c1181088421a9327fa7a6ea468d025eb1bde	22407	2026-08-06 18:48:30	-	-	318 lines	G0133	1	CLAIM-ONLY	prose; claims must be re-derived before citation	
V4:mestre_pdf_dir	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/stage0_positioning/cache/mestre_pdf	cache	dir:5df8baff69edc36a1ff0c8a145cd287dcf5e464bda729f08218ab524332cb41b	105574	2026-08-06 17:54:48	pdftotext (layout)	Mestre 2020 PDF	1 files			UNGRADED	DO-NOT-USE until graded (WA-L.3)	mestre2020_layout.txt
V4:mestre_clust_v4paper	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/rt0_rt7_domain_test_v4_and_paper/cache/mestre_clust	cache	dir:96d6df6dc25058b62bb74a3722a3f3189813e5b9e6d5e9aa5c7c8359fef25715	2027960	2026-08-24 21:00:51	cd-hit V4.8.1 (retron_tradicional) -c 0.50/0.70/0.90 -n 3/4/5 -M 4000 -T 4 -d 0 (Command in c*.log); consumed by scripts/a21_g89_restricted_null.py	v4_and_tree/cache/mestre_tofold.faa (1919)	9 files			AMBER	prior run log / clustering; record-only	c5=712, c7=1556, c9=1900 clusters
V4:mestre_clusters_ledger	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/rt0_rt7_claim_ledger/cache/mestre_clusters	cache	dir:9c0c8b6aaccdac145d9a4a6a45f5f5f20312085e02629fe7229ac596e7b8995f	4111059	2026-08-24 18:35:16	cd-hit V4.8.1 -c 0.50..0.90 -n 3/4/5/5/5 -M 4000 -T 4 -d 0 (Command in cdhit_c*.log); consumed by l05/l06	rt0_rt7_domain_test/cache/mestre_from_V3/mestre_1926_proteins.faa (1926)	15 files			AMBER	prior run log / clustering; record-only	c50=714 c60=1226 c70=1562 c80=1841 c90=1907 clusters
V4:s5adm_mestre_ref.mafft.faa	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/s5_admission/cache/mestre_ref.mafft.faa	alignment	6b496183c64b11f582ebed3d6f4dda14feda5f5c0dd7bde23198f7cd2e2eea22	11952838	2026-08-25 23:52:33	scripts/p5_build_toro_profile.py (mafft --auto --anysymbol --thread 24)	mestre reference set (1926)	1926 seqs	G0337	1	RED	as reference: contains the rescued substitutes; producer/params partial	1926 x 6056 full-length
V4:s5adm_mestre_ref.trim50.faa	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/s5_admission/cache/mestre_ref.trim50.faa	alignment	a2a740541bca222f5c1f39633a88cecb8e04d8e7efdb4db58557a978bd816886	693442	2026-08-25 23:52:33	scripts/p5_build_toro_profile.py (columns <=50% gaps)	mestre reference set (1926)	1926 seqs	G0338	1	RED	as reference: contains the rescued substitutes; producer/params partial	1926 x 310; used to build toro_recon_RT1_RT7.hmm
V4:s5adm_pe2_mestre1928.RVT-Retrons_full_RT.tblout	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/s5_admission/cache/pe2_mestre1928.RVT-Retrons_full_RT.tblout	cache	0735faef14d2bb582ea0127118e4a97c1c6b47510a3bca8343df7f99edb2725e	353725	2026-08-25 23:47:34	UNKNOWN (hmmsearch); read by p4_calibrate_160.py	mestre reference set (1926)		G0364	1	UNGRADED	DO-NOT-USE until graded (WA-L.3)	
V4:s5adm_pe2_mestre1928.toro_recon_RT1_RT7.tblout	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/s5_admission/cache/pe2_mestre1928.toro_recon_RT1_RT7.tblout	cache	ded2ec8ef9e3c046115aa284e689faf125539e380438a00e6b34a3f7c259d07d	354103	2026-08-25 23:53:35	UNKNOWN (hmmsearch); read by p4_calibrate_160.py	mestre reference set (1926)		G0365	1	UNGRADED	DO-NOT-USE until graded (WA-L.3)	
V4:s5adm_pe2_t05_mestre_ref_scores.RVT-Retrons_full_RT.tsv	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/s5_admission/tables/pe2_t05_mestre_ref_scores.RVT-Retrons_full_RT.tsv	table	eda09575c7ced9b30054b4bc5f2ac981af439e7d8af7de3ba35a81485ae9f4fc	154160	2026-08-25 23:47:34	p4_calibrate_160.py	mestre reference set (1926)	1926 rows	G0366	1	AMBER	prior table; re-derive before use	
V4:s5adm_pe2_t05_mestre_ref_scores.toro_recon_RT1_RT7.tsv	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/s5_admission/tables/pe2_t05_mestre_ref_scores.toro_recon_RT1_RT7.tsv	table	4ad6cae3762e33fc1574cc2b89b2c1ddf193c449cc9dbcdaaf3a8954dfbd3368	154207	2026-08-25 23:53:35	p4_calibrate_160.py	mestre reference set (1926)	1926 rows	G0367	1	AMBER	prior table; re-derive before use	
V4:ibex_mestre	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/ncrna_extractor_detector_V3/cache/ibex_mestre	cache	dir:dbdfb0018c9013c46bc8bd0df7628320d51362a16e682b2f5c6366074f5c377b	229830579	2026-08-05 12:30:22	rsync/scp pull from Ibex /ibex/project/c2366/RETRONS/Mestre_replication/realpipe/results (FINDINGS W34)	Ibex realpipe over Mestre tree genomes	3845 files			UNGRADED	DO-NOT-USE until graded (WA-L.3)	PARTIAL mirror: 1925 terminal dirs, 1925 ground_truth_metadata.json + 1920 tool_integrated_results.json only; tool subdirs (padloc/defensefinder/infernal/prodigal/myrt) are EMPTY
V4:pp_X14_mestre_reconstruction	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/25_august_paper_positioning/experiments/X14_mestre_reconstruction.md	report	f35bf7924d2ee81563d17324a2aef0e8a7cb0cdaa6b129060b6836dcf028c9cb	3707	2026-08-25 21:34:13	-	-	53 lines	G0164	1	CLAIM-ONLY	prose; claims must be re-derived before citation	lists s2b/s5b/s5e as scripts but NOT s7h/s7i which produce G69/G74
V4:pp_X15_label_concordance	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/25_august_paper_positioning/experiments/X15_label_concordance.md	report	0938f65c573464b0a547fc9ddcf0f2a426f52a8c8cfe177d60345554d8c62bf0	6461	2026-08-25 11:52:46	-	-	108 lines			CLAIM-ONLY	prose; claims must be re-derived before citation	
V4:pp_X16_structural_clade_separation	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/25_august_paper_positioning/experiments/X16_structural_clade_separation.md	report	eb8e34218d59f5186af00f6b8cd646cd4079afe9d74445b0c79fcc3a41267eb5	4571	2026-08-25 11:42:44	-	-	78 lines			CLAIM-ONLY	prose; claims must be re-derived before citation	
V4:pp_CLAIM_REGISTER	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/25_august_paper_positioning/CLAIM_REGISTER.md	report	aac7aa289dc771d7f2d06001c8c2c08ad28a42ae5c137f1e795a765695db51f9	11286	2026-08-26 03:16:10	-	-	89 lines			CLAIM-ONLY	prose; claims must be re-derived before citation	
V4:pp_FROZEN_DENOMINATORS	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/25_august_paper_positioning/FROZEN_DENOMINATORS.tsv	table	27540cade0b2d482a4fde704ca475e436363c865d3439b583bb39aa9afa1d1d5	20266	2026-08-26 16:22:55	-	-	58 rows			AMBER	prior table; re-derive before use	NO Mestre row (no 1843/1926/1928/1814 value)
V4:pp_DEBATE_QUEUE	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/25_august_paper_positioning/DEBATE_QUEUE.md	report	73c9a0861602ced5fd8167092562cd0afdec33af8fa8cbfab639999fe1e792ee	9099	2026-08-25 21:34:13	-	-	116 lines			CLAIM-ONLY	prose; claims must be re-derived before citation	
V4:verdict_s7_classification	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/s7_classification/VERDICT.md	report	bcf3f65889d7794312a8214ef53925b5aec35249f8038d357b76e82897541fcc	7893	2026-08-26 03:09:24	-	-	81 lines			CLAIM-ONLY	prose; claims must be re-derived before citation	
V4:verdict_crosscheck	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/crosscheck/VERDICT.md	report	1d49970bdaa84b789d050e7d57b782ed0f9db52d2da5382d0ba18140bd806d4a	10553	2026-08-26 03:39:48	-	-	141 lines			CLAIM-ONLY	prose; claims must be re-derived before citation	
V4:verdict_adversarial	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/adversarial/VERDICT.md	report	2d1ad719997b3c8cddf835271e361d2b036fe6e88a7f4b9505c79eb6149ac8a6	11862	2026-08-30 01:40:30	-	-	181 lines			CLAIM-ONLY	prose; claims must be re-derived before citation	
V4:s6_v3_script	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/s6_trees/scripts/v3_frame_aligner_rf_and_clades.py	script	7b5baedeefe44389d68d04021a7a3995a49202309b7cecd89b5851d90fdad559	6679	2026-08-26 01:08:40	-	v4_and_tree/cache/mestre_trees/*.treefile	148 lines			REFERENCE	prior code: read for method, re-implement; never evidence	independent re-implementation of G74 RF + clade recovery (MRCA, rooted)
V4:s6_v3_clade_recovery	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/s6_trees/tables/v3_clade_recovery.tsv	table	ea70adf021f97b9c9ae2b5514100b6d1b5b8dc70761b368ccd6974d5bc7573cf	4590	2026-08-26 01:09:10	v3_frame_aligner_rf_and_clades.py	mestre_trees	66 rows			AMBER	prior table; re-derive before use	
V4:s6_v3_frame_aligner_rf	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/s6_trees/tables/v3_frame_aligner_rf.tsv	table	84af2e010fd5bff68d3068ab9bb265d17ecb015633b7793bdd5ca7d09fee657f	1162	2026-08-26 01:09:10	v3_frame_aligner_rf_and_clades.py	mestre_trees	15 rows			AMBER	prior table; re-derive before use	
V4:s3_t4_rf_matrix	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/s3_object/tables/t4_rf_matrix.tsv	table	8126cf713863fdd0de88609ef3fb8d540cac5c54548734f25f10a9dbf3b845ff	1778	2026-08-25 20:46:43	s3_object/scripts/v4_rf_frame_vs_aligner.py	mestre_trees	15 rows			AMBER	prior table; re-derive before use	source of corrected 0.143-0.232
V4:s3_t7_iqtree_commands	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/s3_object/tables/t7_iqtree_commands.tsv	table	3a411b4a687d5bb769d8aecb7013f02b21b20b752e3036826d5a1cc0465ce61d	2698	2026-08-25 20:44:35	s3_object/scripts/v7_prereg_vs_execution.py	.iqtree/.log files	78 rows			AMBER	prior table; re-derive before use	command column EMPTY for all six mestre_trees -> no surviving command line
V4:s4_rv1b_g74_ratio	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/ARIS_OUTPUT/s4_motifs/tables/rv1b_g74_ratio.tsv	table	b45ce2d88ec65fa45e99140048cd7da15266b1e73d438d71fd3083e2c957c464	530	2026-08-25 22:13:27	s4_motifs/scripts/rv1b_g74_ratio.py	s3_object/tables/t4_rf_matrix.tsv	3 rows			AMBER	prior table; re-derive before use	ratio 1.702/1.473/1.392
V4:ext_RETRONS_jan2026_aligned	V4	/home/borg/RETRONS_january_2026/the-retron-project/PHYLOGENETIC_TREE/reference_RTs_aligned.fasta	alignment	27c33e5b079484b5939253ccb7160f4ac42907ae984b8343cfead09e529507d3	11890386	2026-03-08 10:28:26	UNKNOWN (phylogenetic_analysis.ipynb reads it; no mafft cmd found)	reference_RTs_raw.fasta	1926 seqs			RED	prior sequence set/alignment; rebuild from graded inputs	OUTSIDE V4: 1926 x 6037 in-house full-length alignment of Mestre set (Mar 2026)
V4:published_nwk	V4	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/MELISSA_DATA/supporting_material/Supplementary_mestre_Tree.nwk	tree	7a9a11296dafa3fff7137bfe51cdd1f1365aa53dc87457400b105e2f7d0134ce	122043	2026-07-22 00:17:32	Mestre et al. 2020 Supplementary File S1	-	1928 tips	G0015	7	GREEN	RAW published input; one content per identity group — never count copies as independent	1928 tips; ONE support value per node; the only Mestre-published phylogenetic artefact on disk
V2_V3_V5_D2:V3.MSA.doc.dissection	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/mestre_scope_audit/mestre_dissection.md	doc	af254807153a4dd3d30964260031d0297c2e5fa7a5ae4ebd84e664c3d288a87b	35151	2026-08-03 17:45	V3 session 2026-08-03	Mestre 2020 PDF (MELISSA_DATA/papers_Phylogeny/Systematic_predicion_2020.pdf)		G0328	1	CLAIM-ONLY	prose; claims must be re-derived before citation	Method dissection; Appendix A tools/versions table reconstructed from Methods pp.12633-12635
