buffington_id	rt_len_stripped	rt_raw_sha256	rt_stopstripped_sha256	msr_len	msr_forward_sha256	msr_revcomp_sha256
NRT-77	348	17163b370b3d3287722b452580f96a2601dcf63a8cc0451ebab8bf48ae8d6707	025cbebe3ac4b52d2100f818bad4931f3a79f425914d2e0fdc740ce338de3ca6	212	06fea88d69f7696edb39c2c8d08c776834839245a018e0267c5bf9f89d951a42	33b359f4fa44af9124b36645b900cf0d2004e860ba4c1f729ccfccc63cc38090
NRT-78	352	43b7f7871780eb49ac1f67e99ff0008090975164c6cdb6408cabe33edf29c804	ec6b7cdf9f23e90950f17a7bbd762b2e40d4ffde0c44f8f0e7abe7c78eb94a7b	233	539ef0c118e94d61980e2400c01228b9534e606429ee2649a8f7dc7abcbf8e49	ad0780c69f3bafc95561a102ee6f5b92fd1da64d029336ca3fae13fb6f418d01
NRT-79	291	4372b72b9f59569fed3008e80f627163923bef85b2e6a6dfeb69ae31589050a7	05e24d929ddf81462a07e6d12d1a81c4116da79ab645b67be34a3f8ae2798c5d	158	be6020331ad22f8ec6fde0b0d3c704d57b7012d4f5bdef39e7765c6aebbab9d2	0e7d00ef907374e863efded48904b9e7da94781d577ed5a662922ebb6a206e34
NRT-80	339	f801c8c1e79881f3ca3c882ddb3edd36ac0b0547718a3bb3315901dd8538fa07	9c2e03f62a17d6f19107fa8e2fd90b5145f20ae2c583c0bc96e85420e500b469	178	2627b02dc10b505e1e6cc2f42f190752ead51cdd7007095b7e03fa8fe853373a	09417b820d5f8a58e7ee8697d9307feb5b87c18e832aebf148254de5af8531b5
NRT-81	320	a064df6d9bf56bd7501f0856e930e3c6a5ff1a155c103b95d6b67fc6b002a3df	d8d2690eb1fe278ae565166c3859b94d1a8197a97ad9dac83574835f01d286ff	158	be6020331ad22f8ec6fde0b0d3c704d57b7012d4f5bdef39e7765c6aebbab9d2	0e7d00ef907374e863efded48904b9e7da94781d577ed5a662922ebb6a206e34
NRT-82	338	0b0af96592623298084f65839cb7224515808a10036032c1b62af6e4606660ba	04079b0e74298a9cff2b2ab99981f64a8c1f86a26c7902630d4bb9cb9647cd37	151	e2b330d4d18152949bf779370dacf573150befb47fc0aefbe89141ae8da01605	44b0c3aeae4d01c99671eb7e64af00e9b482ba452ee59758364e3d041430c832
NRT-83	427	abbf6a2d8c75ce5faffa9399c673305a260100c4def92674dbdf86e0de27cf28	b44dce13b01bf2f6835e2caef9df9f5333e71c85a2a6404b9cc7d52ca470d752	152	e5342afeb86029b5d12cd5cb4f8b700e1e643d5c44e86a4056f6cc53db8cd7ef	d86c09702173816f01199364431c486334c9f33f0ebc3441c35ca110e3c3c207
NRT-84	331	ee788fbb0d1cd364cd32063405b14ad2650d513c31825f8d9c7c2a594c2d6296	93f47b8a3b1953f2dec8db26a54f30fd4d2c52fced7002b6a4dfd46be3fbc648	170	da51ac849c20babc18108c269a5e1461f8e9a2463e30668e51459d19fd5569ec	ff9d98180c7892a78f212150e1b9079ea2d36011ccd6a7fbe64bbeabe743e555
NRT-85	341	46ec4d8669236a17448dcdf9ffd143af2504068789d24b3fdb53f96ca15bc666	a8b33d559c3e22363302cabcff116bc758d82c82003b051b0bcb4b366fc36d33	168	057ea9e48d8a1da86d84ea24b1d78d57437dda6aa30ec39e90604b553c55d938	b3f88eea63cdb085225ab3d7165e30501407baaac741f41b0136329bd277259c
NRT-86	329	f82b5ab9f8135553f23e7d724eaaffadcc01e7d3307e1ab7f2464623d1ab5693	da8d4c61c1f107c0ec77d7fc9c8ae9290e73d23290f741ae7dc921af4a82dff8	166	938b7f9836bee8151f87021f1ecb177912aa7823bc19e0d2b4f029e4b6ae597a	3e105d8210ff2033e831c182948b8a2452a9b9bb0c78733d6a40ace4f9bde4b3
NRT-87	489	c9a82eb56b34fdc9259dfee9907d986bf440166ca5516953b9a03871f49643cb	9ba5f0601ad95e63e73ee2d1ed564920070c4651363129f431d348716c81fa6d	254	f9a39ab7e85617d4b735f1bf7dfd89d37a9caaf1e4b02bce6219a978328bf9f3	deff5058f480e872793d2bbe8a792ced99b4a05e1a5fcb2393a9a905b0918b93
NRT-88	338	f0dc559e9d9207cd5d4a18eac1c384ff6a09ca0d30737d9a076693992f3a3c6c	c1409ef5eac44d9a46b2d54bc1e10a19ab8ab539bfbc0f63a8d889241d552c14	162	d7f8e295ee4e0de1d59b574dc08c3c0d427251fc06cbcb6a442e664296f76ca7	be9e77c4a85b105ef18fc165d0ee4b943c06a1d2dc9e4c74e9e83b18790c064e
NRT-89	437	c212372141b290204df7eb968026dd48c4ab6a610e7da41665dc549069610a9d	8cbae9ebb89b7abdf88fe803516168a5488b099528fba67b32c90b94d5b2ba39	137	670f11b379ca1f0179e674b2f2d4be31d0cd3f5e8562307a0af18e79eee2eaa8	5d5c78489a3e768705af7e49a4631410c84cc72f94523e315375bf3a323a9b8c
NRT-90	335	eb0d047c627bb030c08defb1de79cf4004bdbe13223e3c2bf2e6de2a36ef7649	bd4236a63d462d71b83d0453ce92045f5e639ae1b7c6fc908bedc69479be012c	113	b0db8ab6c2205d71baa2810f588cfb2895164489213aa20c02ab8aed372262fc	99f12cd29b1a7e9df9af8d311ba84dd2a189a88358747eb02e75a49924b9b9d6
NRT-91	317	6b7517d58ad6c7acddf0808d9b03bc031f13b52b39fbc19b75ad00e56c6d919d	a928c345f5b0697193d61abd8c82a761459b8f9ce0645bb596c6444314e05dbf	158	f1e1e9e0f77c6de049cbaded4f792b3ff2f46c8595f82d3e8508f8315fdd7073	8cf6f68c6d1907012acd281531918059a9cfcc1925f714f181b17bdb935ffdab
NRT-92	317	4ce507a717146b698c8344532bbd102cd9e3fefa24f7a7bdd5c3a5346463c211	7c0c5680139fae85d01bd2158dcbe5e9671d7c9223b56f98f9b19f315124636d	244	0a669854eb6861be6852fc16ceb3a2d132916a07761ca3b874e19950c6e3dfa6	f45a9b45e76911a170a66df7d765edf676a6e65d53d4dade3e278bb2e4ddc438
NRT-93	132	09bdbb3abfdb04ddd85ab82f6e9726c97741ff47faeb1923d53ea43228bb3ab3	396b72f18b2b20e5fd6051d8ba65bbe8b5e0dd34073fc5f6de3cd9cc3ab04172	158	be6020331ad22f8ec6fde0b0d3c704d57b7012d4f5bdef39e7765c6aebbab9d2	0e7d00ef907374e863efded48904b9e7da94781d577ed5a662922ebb6a206e34
NRT-94	342	653ba5652d958f6301d1d817b4b199daa6324f2f8ae1114c42b9464e03f0a5c6	98b8f2ef05e7bceaf3b96f9f952b8c4202e847f8e1295bb95ad69d665146da0f	202	addab351dbdd6c0b9b2c867eb8a20ea7dae3e9e9b99d7b6529c10824d0149417	2cfc6cb412308d89c02d48d19feda121771aa96326644a99d11f2db3a534e74f
NRT-95	154	f39f4d3f18a335612496ed1183b24ae8a34faf68d1c281afc7396a8e59bf25a0	d25be944e67da8c32b4b13d1b0e2807096b155991d4d876e084d0112e7c615f1	158	be6020331ad22f8ec6fde0b0d3c704d57b7012d4f5bdef39e7765c6aebbab9d2	0e7d00ef907374e863efded48904b9e7da94781d577ed5a662922ebb6a206e34
NRT-96	343	b4729308e9a69ec49d27aaf6120373f0726eb993f244afd271c50296b48516e8	06adad9d7a77ee1f379e864230339a3aa4b149960eb4cb472df33c10287bb889	221	4dc9ac08a8592c88bff1d32960c5508a3dec7c7bfcf2d0fdb28accf502928a64	9a422589f86fb0267ae3e6a958955b867018c2775ed42e4575f63333be7e79b1
NRT-97	338	cce7fad931726078e15ad24daafabaa8820702b2acb903a104252b63c44cf306	1baf65ead81fe2ca6bd660d4653317d42a82c584b638cfee30211103720c47aa	162	4702a376ecb4b9de79b2d8d5c9334e2063e8afafc7d20bcbeda6b0a7ee81f271	d2986adf887a42bcf71501b6f31e18520bc108d9e981d34c06de97262e68881b
NRT-98	324	130ca323caa7c05f7fab976d154635f3dee1e0a62bc0fd2282937c6d0c9ebde6	681241a4745023c6540e6b251787b71a06641dce829a5ac6782dbecbdb6e0c2c	188	6dcd7ae70b4196509cd3ab61be8b50867b4aebadb989bb072f3ba864cba54570	289c9bb00cc5cd3c0ac87ba9b0dbe81cf243a33d9bdcb39c75bc1798c56032cf
NRT-99	486	2ab062077cf4c1011b1121afc281c131e5f4cc0a078263d57897f887c9c764c8	06a29b0c4e99b66931aa56004fa10dd167f583ad93da03ec4c01910768d434bc	206	d1d0c0ff88bfe2b0eba261740a1104474a3e843f401e21610c8ae30f6948149c	e76ca047668702c92a7ba3bfcc1eab5477c66abe72f4d16d14980214a25fb647
NRT-100	104	9ab7261a887d2e6dc501ca0642cd95fc42301327acec1a001a82b0fd8042a0cd	85337d2f90902fb0eb9dd4b191eb8c0a1bacce59a0b21f7b563b01824556accb	182	6a4cf63484cc381066fc56deeffbefab109930490b9bee7951509ac0ee058fe9	c632a020342b1d1587f633c3d4c290e57a1c0291483c13f4df58d03d1c917637
NRT-101	330	c1c8ae692f6331b16a6c5634a28f1a14e2579bd6ad258090f6c2839c3b6265d2	9e8577f4c3eaeb03ce162385d91150f1aea8ce7c0ba3676769bf00a2fc27cddd	247	2d5da394e3113039b889a71628e9b8fdbd3a0b019f3a786b92d01d8aa23413ee	221de0f40ae16ca04f9c827084ddcdb70d135c3b33b0e058904b5fb2ba34e748
NRT-102	318	b1813b8b62048743b55d80f763e09dc42bc24a949d09b66377508ce1bfaadfb6	d74ef679703b49bd2144d32707c438a017b485bf276659e9d85a221e258639b9	149	bedd29114810588e058ce08ff9cd8db99510152bb6ebf9e3e104bde70e6f3130	28a45389678039490354364a5cc7296d50d53ff7af5d6046a5c39b9f104611b0
NRT-103	383	8a8ac0fbd8b75c24e5723e03874c032b18a0c405d595556567d76befcd602a03	1aa4c20cf107882ac0a32771921f0d8a68f532af73bce2f862d9ad72dd63e013	194	f340fa49ec8e0fbd3636f8d83fe898ef900df66883d5613cd815c8d3fe6e57df	2a3c0d688b81b62a208b733363cbb028a181c137429753d04c01632e73dd186f
NRT-104	232	5c4c5e29db510ccb128327933a205131d35642fcc81250c6697b880875346be3	c094df2aac51596c8ade7345a8d8ffe92a145c2607e3999eac890924fac62372	153	3f22105c63ae2b7581b0281098cff7e61b3a9160ae4c6cca83e4439c6dc9afb5	8f14ce0d50584c967f98e6fb78cc5bede90405a742034794a46bf59ecbb65362
NRT-105	317	c1ddc1fd8581c7a317dc7a81b43a656fd76fb886c6304bf1197326aee719f76b	73cc4ae2b52bb0cc703dbd9592c1c4d74c4ecd043d6f05c3a54fbc23aff87258	153	7d87b123f8189af105e8e1b4d34ebb509f867d301eeb29482f179c5ac56d0106	a1ec5469dd2656aeae9a488815e6cdfa00da4f4a70b5fc7366be8972655b3f18
